label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
Gemini 2.5 Flash-Lite,ordering,100.00,10,10,10,0,0,0,7.39e-05
Gemini 2.5 Flash-Lite,spelling_transform,40.00,4,10,10,0,0,6,3.72e-05
Gemini 2.5 Flash-Lite,word_count,100.00,10,10,10,0,0,0,4.32e-05
Gemini 3.5 Flash,arithmetic,20.00,2,10,10,0,0,8,0.0005145
Gemini 3.5 Flash,character_count,40.00,4,10,10,0,0,6,0.00045
Gemini 3.5 Flash,constraint_awareness,90.00,9,10,10,0,0,1,0.001182
Gemini 3.5 Flash,format_compliance,0.00,0,10,10,0,0,10,0.000579
Gemini 3.5 Flash,negation,80.00,8,10,10,0,0,2,0.0006315
Gemini 3.5 Flash,ordering,0.00,0,10,10,0,0,10,0.0005685
Gemini 3.5 Flash,spelling_transform,10.00,1,10,10,0,0,9,0.000432
Gemini 3.5 Flash,word_count,90.00,9,10,10,0,0,1,0.000588
Grok 4.3,arithmetic,80.00,8,10,10,0,0,2,0.008317
Grok 4.3,character_count,100.00,10,10,10,0,0,0,0.009941
Grok 4.3,constraint_awareness,100.00,10,10,10,0,0,0,0.013981
Grok 4.3,format_compliance,,0,10,0,10,0,0,0
Grok 4.3,negation,80.00,8,10,10,0,0,2,0.005797
Grok 4.3,ordering,100.00,10,10,10,0,0,0,0.007807
Grok 4.3,spelling_transform,90.00,9,10,10,0,0,1,0.011941
Grok 4.3,word_count,100.00,10,10,10,0,0,0,0.006919
NVIDIA Nemotron 3 Nano 30B A3B,arithmetic,0.00,0,10,10,0,0,10,0.0001517
NVIDIA Nemotron 3 Nano 30B A3B,character_count,60.00,6,10,10,0,0,4,0.0001493
NVIDIA Nemotron 3 Nano 30B A3B,constraint_awareness,0.00,0,10,10,0,0,10,0.0001754
NVIDIA Nemotron 3 Nano 30B A3B,format_compliance,10.00,1,10,10,0,0,9,0.00012905
NVIDIA Nemotron 3 Nano 30B A3B,negation,20.00,2,10,10,0,0,8,0.0001429
NVIDIA Nemotron 3 Nano 30B A3B,ordering,0.00,0,10,10,0,0,10,0.0001459
NVIDIA Nemotron 3 Nano 30B A3B,spelling_transform,0.00,0,10,10,0,0,10,0.000149
NVIDIA Nemotron 3 Nano 30B A3B,word_count,30.00,3,10,10,0,0,7,0.0001293
OpenAI GPT-4.1,arithmetic,100.00,10,10,10,0,0,0,0.000922
OpenAI GPT-4.1,character_count,60.00,6,10,10,0,0,4,0.000744
OpenAI GPT-4.1,constraint_awareness,100.00,10,10,10,0,0,0,0.00213
OpenAI GPT-4.1,format_compliance,100.00,10,10,10,0,0,0,0.00133
OpenAI GPT-4.1,negation,90.00,9,10,10,0,0,1,0.001014
OpenAI GPT-4.1,ordering,100.00,10,10,10,0,0,0,0.001516
OpenAI GPT-4.1,spelling_transform,50.00,5,10,10,0,0,5,0.000872
OpenAI GPT-4.1,word_count,100.00,10,10,10,0,0,0,0.000924
OpenAI GPT-4.1 mini,arithmetic,100.00,10,10,10,0,0,0,0.0001828
OpenAI GPT-4.1 mini,character_count,40.00,4,10,10,0,0,6,0.0001488
OpenAI GPT-4.1 mini,constraint_awareness,90.00,9,10,10,0,0,1,0.000346
OpenAI GPT-4.1 mini,format_compliance,100.00,10,10,10,0,0,0,0.0002612
OpenAI GPT-4.1 mini,negation,100.00,10,10,10,0,0,0,0.0001996
OpenAI GPT-4.1 mini,ordering,90.00,9,10,10,0,0,1,0.0003032
OpenAI GPT-4.1 mini,spelling_transform,90.00,9,10,10,0,0,1,0.0001744
OpenAI GPT-4.1 mini,word_count,100.00,10,10,10,0,0,0,0.0001848
OpenAI GPT-5 nano minimal,arithmetic,90.00,9,10,10,0,0,1,9.835e-05
OpenAI GPT-5 nano minimal,character_count,40.00,4,10,10,0,0,6,9.21e-05
OpenAI GPT-5 nano minimal,constraint_awareness,90.00,9,10,10,0,0,1,0.00011675
OpenAI GPT-5 nano minimal,format_compliance,100.00,10,10,10,0,0,0,0.00011275
OpenAI GPT-5 nano minimal,negation,100.00,10,10,10,0,0,0,9.865e-05
OpenAI GPT-5 nano minimal,ordering,80.00,8,10,10,0,0,2,0.0001228
OpenAI GPT-5 nano minimal,spelling_transform,30.00,3,10,10,0,0,7,0.0001479
OpenAI GPT-5 nano minimal,word_count,100.00,10,10,10,0,0,0,9.66e-05
OpenAI GPT-OSS 20B,arithmetic,70.00,7,10,10,0,0,3,4.439e-05
OpenAI GPT-OSS 20B,character_count,30.00,3,10,10,0,0,7,3.002e-05
OpenAI GPT-OSS 20B,constraint_awareness,20.00,2,10,10,0,0,8,3.655e-05
OpenAI GPT-OSS 20B,format_compliance,0.00,0,10,10,0,0,10,1.782e-05
OpenAI GPT-OSS 20B,negation,80.00,8,10,10,0,0,2,3.98e-05
OpenAI GPT-OSS 20B,ordering,80.00,8,10,10,0,0,2,4.552e-05
OpenAI GPT-OSS 20B,spelling_transform,10.00,1,10,10,0,0,9,2.788e-05
OpenAI GPT-OSS 20B,word_count,10.00,1,10,10,0,0,9,1.124e-05
Qwen3 Next 80B A3B Instruct,arithmetic,100.00,10,10,10,0,0,0,7.607e-05
Qwen3 Next 80B A3B Instruct,character_count,60.00,6,10,10,0,0,4,4.856e-05
Qwen3 Next 80B A3B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.00014288
Qwen3 Next 80B A3B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00011404
Qwen3 Next 80B A3B Instruct,negation,100.00,10,10,10,0,0,0,6.008e-05
Qwen3 Next 80B A3B Instruct,ordering,100.00,10,10,10,0,0,0,0.00014796
Qwen3 Next 80B A3B Instruct,spelling_transform,40.00,4,10,10,0,0,6,7.002e-05
Qwen3 Next 80B A3B Instruct,word_count,100.00,10,10,10,0,0,0,5.978e-05
Xiaomi MiMo-V2-Flash,arithmetic,100.00,10,10,10,0,0,0,1.949e-05
Xiaomi MiMo-V2-Flash,character_count,60.00,6,10,10,0,0,4,1.086e-05
Xiaomi MiMo-V2-Flash,constraint_awareness,100.00,10,10,10,0,0,0,3.997e-05
Xiaomi MiMo-V2-Flash,format_compliance,100.00,10,10,10,0,0,0,3.446e-05
Xiaomi MiMo-V2-Flash,negation,100.00,10,10,10,0,0,0,1.57e-05
Xiaomi MiMo-V2-Flash,ordering,90.00,9,10,10,0,0,1,3.585e-05
Xiaomi MiMo-V2-Flash,spelling_transform,40.00,4,10,10,0,0,6,1.547e-05
Xiaomi MiMo-V2-Flash,word_count,100.00,10,10,10,0,0,0,1.311e-05
