label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
Claude Opus 4.8 low,ordering,100.00,28,28,28,0,0,0,0.01563
Claude Opus 4.8 low,spelling_transform,89.29,25,28,28,0,0,3,0.02204
Claude Opus 4.8 low,word_count,100.00,28,28,28,0,0,0,0.01023
Claude Opus 4.8 max,arithmetic,100.00,28,28,28,0,0,0,0.009815
Claude Opus 4.8 max,character_count,85.71,24,28,28,0,0,4,0.021045
Claude Opus 4.8 max,constraint_awareness,100.00,28,28,28,0,0,0,0.080675
Claude Opus 4.8 max,format_compliance,100.00,28,28,28,0,0,0,0.022155
Claude Opus 4.8 max,negation,100.00,28,28,28,0,0,0,0.02657
Claude Opus 4.8 max,ordering,100.00,28,28,28,0,0,0,0.018455
Claude Opus 4.8 max,spelling_transform,100.00,28,28,28,0,0,0,0.05614
Claude Opus 4.8 max,word_count,100.00,28,28,28,0,0,0,0.01918
Claude Opus 4.8 medium,arithmetic,100.00,28,28,28,0,0,0,0.00939
Claude Opus 4.8 medium,character_count,78.57,22,28,28,0,0,6,0.008545
Claude Opus 4.8 medium,constraint_awareness,100.00,28,28,28,0,0,0,0.02135
Claude Opus 4.8 medium,format_compliance,100.00,28,28,28,0,0,0,0.015755
Claude Opus 4.8 medium,negation,100.00,28,28,28,0,0,0,0.010945
Claude Opus 4.8 medium,ordering,100.00,28,28,28,0,0,0,0.01563
Claude Opus 4.8 medium,spelling_transform,89.29,25,28,28,0,0,3,0.01574
Claude Opus 4.8 medium,word_count,100.00,28,28,28,0,0,0,0.01023
Claude Opus 4.8 xhigh,arithmetic,100.00,28,28,28,0,0,0,0.00939
Claude Opus 4.8 xhigh,character_count,82.14,23,28,28,0,0,5,0.01257
Claude Opus 4.8 xhigh,constraint_awareness,96.43,27,28,28,0,0,1,0.043225
Claude Opus 4.8 xhigh,format_compliance,100.00,28,28,28,0,0,0,0.015755
Claude Opus 4.8 xhigh,negation,100.00,28,28,28,0,0,0,0.010945
Claude Opus 4.8 xhigh,ordering,100.00,28,28,28,0,0,0,0.01563
Claude Opus 4.8 xhigh,spelling_transform,92.86,26,28,28,0,0,2,0.020465
Claude Opus 4.8 xhigh,word_count,100.00,28,28,28,0,0,0,0.01023
Claude Sonnet 4.6 high,arithmetic,100.00,28,28,28,0,0,0,0.005694
Claude Sonnet 4.6 high,character_count,100.00,28,28,28,0,0,0,0.034503
Claude Sonnet 4.6 high,constraint_awareness,92.86,26,28,28,0,0,2,0.088116
Claude Sonnet 4.6 high,format_compliance,100.00,28,28,28,0,0,0,0.021678
Claude Sonnet 4.6 high,negation,100.00,28,28,28,0,0,0,0.011631
Claude Sonnet 4.6 high,ordering,100.00,28,28,28,0,0,0,0.008181
Claude Sonnet 4.6 high,spelling_transform,89.29,25,28,28,0,0,3,0.035448
Claude Sonnet 4.6 high,word_count,100.00,28,28,28,0,0,0,0.00588
Claude Sonnet 4.6 low,arithmetic,100.00,28,28,28,0,0,0,0.005694
Claude Sonnet 4.6 low,character_count,39.29,11,28,28,0,0,17,0.005943
Claude Sonnet 4.6 low,constraint_awareness,85.71,24,28,28,0,0,4,0.009456
Claude Sonnet 4.6 low,format_compliance,100.00,28,28,28,0,0,0,0.007578
Claude Sonnet 4.6 low,negation,100.00,28,28,28,0,0,0,0.005886
Claude Sonnet 4.6 low,ordering,100.00,28,28,28,0,0,0,0.007836
Claude Sonnet 4.6 low,spelling_transform,85.71,24,28,28,0,0,4,0.006813
Claude Sonnet 4.6 low,word_count,100.00,28,28,28,0,0,0,0.00588
Claude Sonnet 4.6 max,arithmetic,100.00,28,28,28,0,0,0,0.016269
Claude Sonnet 4.6 max,character_count,100.00,28,28,28,0,0,0,0.044508
Claude Sonnet 4.6 max,constraint_awareness,96.43,27,28,28,0,0,1,0.120156
Claude Sonnet 4.6 max,format_compliance,100.00,28,28,28,0,0,0,0.023283
Claude Sonnet 4.6 max,negation,100.00,28,28,28,0,0,0,0.038166
Claude Sonnet 4.6 max,ordering,100.00,28,28,28,0,0,0,0.021696
Claude Sonnet 4.6 max,spelling_transform,100.00,28,28,28,0,0,0,0.040128
Claude Sonnet 4.6 max,word_count,100.00,28,28,28,0,0,0,0.010605
Claude Sonnet 4.6 medium,arithmetic,100.00,28,28,28,0,0,0,0.005724
Claude Sonnet 4.6 medium,character_count,85.71,24,28,28,0,0,4,0.023343
Claude Sonnet 4.6 medium,constraint_awareness,85.71,24,28,28,0,0,4,0.009456
Claude Sonnet 4.6 medium,format_compliance,100.00,28,28,28,0,0,0,0.007503
Claude Sonnet 4.6 medium,negation,100.00,28,28,28,0,0,0,0.005886
Claude Sonnet 4.6 medium,ordering,100.00,28,28,28,0,0,0,0.007836
Claude Sonnet 4.6 medium,spelling_transform,85.71,24,28,28,0,0,4,0.008673
Claude Sonnet 4.6 medium,word_count,100.00,28,28,28,0,0,0,0.00588
Cohere: Command A,arithmetic,100.00,28,28,28,0,0,0,0.00186
Cohere: Command A,character_count,14.29,4,28,28,0,0,24,0.0014925
Cohere: Command A,constraint_awareness,92.86,26,28,28,0,0,2,0.0038825
Cohere: Command A,format_compliance,100.00,28,28,28,0,0,0,0.000115
Cohere: Command A,negation,100.00,28,28,28,0,0,0,0.0006325
Cohere: Command A,ordering,100.00,28,28,28,0,0,0,0.00049
Cohere: Command A,spelling_transform,64.29,18,28,28,0,0,10,0.0018025
Cohere: Command A,word_count,100.00,28,28,28,0,0,0,0.0003175
DeepSeek: DeepSeek V3,arithmetic,100.00,28,28,28,0,0,0,0.000252784
DeepSeek: DeepSeek V3,character_count,17.86,5,28,28,0,0,23,0.0002203064
DeepSeek: DeepSeek V3,constraint_awareness,57.14,16,28,28,0,0,12,0.001009036
DeepSeek: DeepSeek V3,format_compliance,100.00,28,28,28,0,0,0,0.000116184
DeepSeek: DeepSeek V3,negation,46.43,13,28,28,0,0,15,0.0003121496
DeepSeek: DeepSeek V3,ordering,100.00,28,28,28,0,0,0,0.000203316
DeepSeek: DeepSeek V3,spelling_transform,71.43,20,28,28,0,0,8,0.0002765304
DeepSeek: DeepSeek V3,word_count,100.00,28,28,28,0,0,0,7.22936e-05
DeepSeek: DeepSeek V3 0324,arithmetic,100.00,28,28,28,0,0,0,0.000200025
DeepSeek: DeepSeek V3 0324,character_count,21.43,6,28,28,0,0,22,0.000162745
DeepSeek: DeepSeek V3 0324,constraint_awareness,50.00,14,28,28,0,0,14,0.00120269
DeepSeek: DeepSeek V3 0324,format_compliance,100.00,28,28,28,0,0,0,0.0001051
DeepSeek: DeepSeek V3 0324,negation,78.57,22,28,28,0,0,6,0.00024828
DeepSeek: DeepSeek V3 0324,ordering,96.43,27,28,28,0,0,1,0.00016343
DeepSeek: DeepSeek V3 0324,spelling_transform,57.14,16,28,28,0,0,12,0.00022543
DeepSeek: DeepSeek V3 0324,word_count,100.00,28,28,28,0,0,0,5.392e-05
DeepSeek: DeepSeek V3.1,arithmetic,100.00,28,28,28,0,0,0,0.00023011
DeepSeek: DeepSeek V3.1,character_count,17.86,5,28,28,0,0,23,0.00021408
DeepSeek: DeepSeek V3.1,constraint_awareness,82.14,23,28,28,0,0,5,0.00053804
DeepSeek: DeepSeek V3.1,format_compliance,100.00,28,28,28,0,0,0,9.529e-05
DeepSeek: DeepSeek V3.1,negation,96.43,27,28,28,0,0,1,0.00012318
DeepSeek: DeepSeek V3.1,ordering,100.00,28,28,28,0,0,0,0.00019844
DeepSeek: DeepSeek V3.1,spelling_transform,78.57,22,28,28,0,0,6,0.00024514
DeepSeek: DeepSeek V3.1,word_count,100.00,28,28,28,0,0,0,6.062e-05
DeepSeek: DeepSeek V3.1 Terminus,arithmetic,100.00,28,28,28,0,0,0,0.00025677
DeepSeek: DeepSeek V3.1 Terminus,character_count,21.43,6,28,28,0,0,22,0.00024675
DeepSeek: DeepSeek V3.1 Terminus,constraint_awareness,82.14,23,28,28,0,0,5,0.00064903
DeepSeek: DeepSeek V3.1 Terminus,format_compliance,100.00,28,28,28,0,0,0,0.00011327
DeepSeek: DeepSeek V3.1 Terminus,negation,100.00,28,28,28,0,0,0,0.00015181
DeepSeek: DeepSeek V3.1 Terminus,ordering,100.00,28,28,28,0,0,0,0.00023844
DeepSeek: DeepSeek V3.1 Terminus,spelling_transform,67.86,19,28,28,0,0,9,0.00029746
DeepSeek: DeepSeek V3.1 Terminus,word_count,100.00,28,28,28,0,0,0,7.111e-05
DeepSeek: DeepSeek V3.2,arithmetic,100.00,28,28,28,0,0,0,0.0002438604
DeepSeek: DeepSeek V3.2,character_count,17.86,5,28,28,0,0,23,0.0001843884
DeepSeek: DeepSeek V3.2,constraint_awareness,85.71,24,28,28,0,0,4,0.000493668
DeepSeek: DeepSeek V3.2,format_compliance,100.00,28,28,28,0,0,0,7.03332e-05
DeepSeek: DeepSeek V3.2,negation,100.00,28,28,28,0,0,0,0.00016002
DeepSeek: DeepSeek V3.2,ordering,100.00,28,28,28,0,0,0,0.0001469412
DeepSeek: DeepSeek V3.2,spelling_transform,82.14,23,28,28,0,0,5,0.000218988
DeepSeek: DeepSeek V3.2,word_count,100.00,28,28,28,0,0,0,7.26012e-05
DeepSeek: DeepSeek V3.2 Exp,arithmetic,100.00,28,28,28,0,0,0,0.00027651
DeepSeek: DeepSeek V3.2 Exp,character_count,25.00,7,28,28,0,0,21,0.00024822
DeepSeek: DeepSeek V3.2 Exp,constraint_awareness,89.29,25,28,28,0,0,3,0.00064098
DeepSeek: DeepSeek V3.2 Exp,format_compliance,100.00,28,28,28,0,0,0,9.404e-05
DeepSeek: DeepSeek V3.2 Exp,negation,100.00,28,28,28,0,0,0,0.00016266
DeepSeek: DeepSeek V3.2 Exp,ordering,100.00,28,28,28,0,0,0,0.00018488
DeepSeek: DeepSeek V3.2 Exp,spelling_transform,82.14,23,28,28,0,0,5,0.00026372
DeepSeek: DeepSeek V3.2 Exp,word_count,100.00,28,28,28,0,0,0,8.241e-05
DeepSeek: DeepSeek V4 Flash,arithmetic,100.00,28,28,28,0,0,0,0.000262
DeepSeek: DeepSeek V4 Flash,character_count,82.14,23,28,28,0,0,5,0.000454
DeepSeek: DeepSeek V4 Flash,constraint_awareness,92.86,26,28,28,0,0,2,0.000949
DeepSeek: DeepSeek V4 Flash,format_compliance,100.00,28,28,28,0,0,0,0.000278
DeepSeek: DeepSeek V4 Flash,negation,100.00,28,28,28,0,0,0,0.000316
DeepSeek: DeepSeek V4 Flash,ordering,100.00,28,28,28,0,0,0,0.000323
DeepSeek: DeepSeek V4 Flash,spelling_transform,89.29,25,28,28,0,0,3,0.000915
DeepSeek: DeepSeek V4 Flash,word_count,100.00,28,28,28,0,0,0,0.000334
DeepSeek: DeepSeek V4 Pro,arithmetic,100.00,28,28,28,0,0,0,0.001472
DeepSeek: DeepSeek V4 Pro,character_count,100.00,28,28,28,0,0,0,0.002772
DeepSeek: DeepSeek V4 Pro,constraint_awareness,96.43,27,28,28,0,0,1,0.005604
DeepSeek: DeepSeek V4 Pro,format_compliance,100.00,28,28,28,0,0,0,0.000492
DeepSeek: DeepSeek V4 Pro,negation,100.00,28,28,28,0,0,0,0.00081
DeepSeek: DeepSeek V4 Pro,ordering,100.00,28,28,28,0,0,0,0.000678
DeepSeek: DeepSeek V4 Pro,spelling_transform,92.86,26,28,28,0,0,2,0.003874
DeepSeek: DeepSeek V4 Pro,word_count,100.00,28,28,28,0,0,0,0.000517
DeepSeek: R1 Distill Qwen 32B,arithmetic,82.14,23,28,28,0,0,5,0.001713
DeepSeek: R1 Distill Qwen 32B,character_count,0.00,0,28,28,0,0,28,0.002959
DeepSeek: R1 Distill Qwen 32B,constraint_awareness,0.00,0,28,28,0,0,28,0.004604
DeepSeek: R1 Distill Qwen 32B,format_compliance,100.00,28,28,28,0,0,0,0.000683
DeepSeek: R1 Distill Qwen 32B,negation,17.86,5,28,28,0,0,23,0.001424
DeepSeek: R1 Distill Qwen 32B,ordering,82.14,23,28,28,0,0,5,0.001271
DeepSeek: R1 Distill Qwen 32B,spelling_transform,67.86,19,28,28,0,0,9,0.006519
DeepSeek: R1 Distill Qwen 32B,word_count,0.00,0,28,28,0,0,28,0.000668
EssentialAI: Rnj 1 Instruct,arithmetic,50.00,14,28,28,0,0,14,0.0003045
EssentialAI: Rnj 1 Instruct,character_count,28.57,8,28,28,0,0,20,0.00029235
EssentialAI: Rnj 1 Instruct,constraint_awareness,78.57,22,28,28,0,0,6,0.00063975
EssentialAI: Rnj 1 Instruct,format_compliance,100.00,28,28,28,0,0,0,8.64e-05
EssentialAI: Rnj 1 Instruct,negation,96.43,27,28,28,0,0,1,0.00015495
EssentialAI: Rnj 1 Instruct,ordering,100.00,28,28,28,0,0,0,0.0001446
EssentialAI: Rnj 1 Instruct,spelling_transform,25.00,7,28,28,0,0,21,0.0002874
EssentialAI: Rnj 1 Instruct,word_count,100.00,28,28,28,0,0,0,7.665e-05
Gemini 2.5 Flash,arithmetic,100.00,28,28,28,0,0,0,0.003409
Gemini 2.5 Flash,character_count,92.86,26,28,28,0,0,2,0.007314
Gemini 2.5 Flash,constraint_awareness,89.29,25,28,28,0,0,3,0.027016
Gemini 2.5 Flash,format_compliance,100.00,28,28,28,0,0,0,0.00122
Gemini 2.5 Flash,negation,100.00,28,28,28,0,0,0,0.001352
Gemini 2.5 Flash,ordering,100.00,28,28,28,0,0,0,0.000841
Gemini 2.5 Flash,spelling_transform,100.00,28,28,28,0,0,0,0.002643
Gemini 2.5 Flash,word_count,100.00,28,28,28,0,0,0,0.000497
Gemini 2.5 Flash-Lite,arithmetic,92.86,26,28,28,0,0,2,0.0001207
Gemini 2.5 Flash-Lite,character_count,28.57,8,28,28,0,0,20,9.52e-05
Gemini 2.5 Flash-Lite,constraint_awareness,100.00,28,28,28,0,0,0,0.0002346
Gemini 2.5 Flash-Lite,format_compliance,100.00,28,28,28,0,0,0,6.68e-05
Gemini 2.5 Flash-Lite,negation,100.00,28,28,28,0,0,0,6.12e-05
Gemini 2.5 Flash-Lite,ordering,100.00,28,28,28,0,0,0,8.78e-05
Gemini 2.5 Flash-Lite,spelling_transform,71.43,20,28,28,0,0,8,0.000112
Gemini 2.5 Flash-Lite,word_count,100.00,28,28,28,0,0,0,3.01e-05
Gemini 2.5 Flash-Lite low_budget_1024,arithmetic,100.00,28,28,28,0,0,0,0.000688
Gemini 2.5 Flash-Lite low_budget_1024,character_count,100.00,28,28,28,0,0,0,0.001076
Gemini 2.5 Flash-Lite low_budget_1024,constraint_awareness,96.43,27,28,28,0,0,1,0.003375
Gemini 2.5 Flash-Lite low_budget_1024,format_compliance,100.00,28,28,28,0,0,0,0.000035
Gemini 2.5 Flash-Lite low_budget_1024,negation,100.00,28,28,28,0,0,0,0.000261
Gemini 2.5 Flash-Lite low_budget_1024,ordering,100.00,28,28,28,0,0,0,0.00013
Gemini 2.5 Flash-Lite low_budget_1024,spelling_transform,64.29,18,28,28,0,0,10,0.000912
Gemini 2.5 Flash-Lite low_budget_1024,word_count,100.00,28,28,28,0,0,0,0.000084
Gemini 2.5 Flash-Lite medium_budget_8192,arithmetic,100.00,28,28,28,0,0,0,0.000677
Gemini 2.5 Flash-Lite medium_budget_8192,character_count,96.43,27,28,28,0,0,1,0.001092
Gemini 2.5 Flash-Lite medium_budget_8192,constraint_awareness,85.71,24,28,28,0,0,4,0.009544
Gemini 2.5 Flash-Lite medium_budget_8192,format_compliance,100.00,28,28,28,0,0,0,0.000038
Gemini 2.5 Flash-Lite medium_budget_8192,negation,100.00,28,28,28,0,0,0,0.00025
Gemini 2.5 Flash-Lite medium_budget_8192,ordering,100.00,28,28,28,0,0,0,0.000143
Gemini 2.5 Flash-Lite medium_budget_8192,spelling_transform,64.29,18,28,28,0,0,10,0.000728
Gemini 2.5 Flash-Lite medium_budget_8192,word_count,100.00,28,28,28,0,0,0,0.000079
Gemini 3 Flash Preview,arithmetic,100.00,28,28,28,0,0,0,0.003833
Gemini 3 Flash Preview,character_count,100.00,28,28,28,0,0,0,0.008241
Gemini 3 Flash Preview,constraint_awareness,96.43,27,28,28,0,0,1,0.022812
Gemini 3 Flash Preview,format_compliance,100.00,28,28,28,0,0,0,0.000396
Gemini 3 Flash Preview,negation,100.00,28,28,28,0,0,0,0.0024
Gemini 3 Flash Preview,ordering,100.00,28,28,28,0,0,0,0.001161
Gemini 3 Flash Preview,spelling_transform,100.00,28,28,28,0,0,0,0.007066
Gemini 3 Flash Preview,word_count,100.00,28,28,28,0,0,0,0.000937
Gemini 3.1 Flash-Lite,arithmetic,100.00,28,28,28,0,0,0,0.00033725
Gemini 3.1 Flash-Lite,character_count,50.00,14,28,28,0,0,14,0.000252
Gemini 3.1 Flash-Lite,constraint_awareness,85.71,24,28,28,0,0,4,0.0006005
Gemini 3.1 Flash-Lite,format_compliance,100.00,28,28,28,0,0,0,0.0005145
Gemini 3.1 Flash-Lite,negation,100.00,28,28,28,0,0,0,0.000348
Gemini 3.1 Flash-Lite,ordering,100.00,28,28,28,0,0,0,0.00054375
Gemini 3.1 Flash-Lite,spelling_transform,85.71,24,28,28,0,0,4,0.000323
Gemini 3.1 Flash-Lite,word_count,100.00,28,28,28,0,0,0,0.000315
Gemini 3.1 Flash-Lite minimal_budget_1024,arithmetic,100.00,28,28,28,0,0,0,0.0002035
Gemini 3.1 Flash-Lite minimal_budget_1024,character_count,50.00,14,28,28,0,0,14,0.000162
Gemini 3.1 Flash-Lite minimal_budget_1024,constraint_awareness,85.71,24,28,28,0,0,4,0.0003885
Gemini 3.1 Flash-Lite minimal_budget_1024,format_compliance,100.00,28,28,28,0,0,0,1.2e-05
Gemini 3.1 Flash-Lite minimal_budget_1024,negation,100.00,28,28,28,0,0,0,6.325e-05
Gemini 3.1 Flash-Lite minimal_budget_1024,ordering,100.00,28,28,28,0,0,0,5.875e-05
Gemini 3.1 Flash-Lite minimal_budget_1024,spelling_transform,85.71,24,28,28,0,0,4,0.0002135
Gemini 3.1 Flash-Lite minimal_budget_1024,word_count,100.00,28,28,28,0,0,0,3.325e-05
Gemini 3.5 Flash,arithmetic,10.71,3,28,28,0,0,25,0.016522
Gemini 3.5 Flash,character_count,46.43,13,28,28,0,0,15,0.016191
Gemini 3.5 Flash,constraint_awareness,75.00,21,28,28,0,0,7,0.018363
Gemini 3.5 Flash,format_compliance,0.00,0,28,28,0,0,28,0.004194
Gemini 3.5 Flash,negation,82.14,23,28,28,0,0,5,0.00777
Gemini 3.5 Flash,ordering,0.00,0,28,28,0,0,28,0.007155
Gemini 3.5 Flash,spelling_transform,7.14,2,28,28,0,0,26,0.016257
Gemini 3.5 Flash,word_count,92.86,26,28,28,0,0,2,0.004163
Google: Gemini 3.1 Flash Lite Preview minimal,arithmetic,100.00,28,28,28,0,0,0,0.000201
Google: Gemini 3.1 Flash Lite Preview minimal,character_count,50.00,14,28,28,0,0,14,0.0001595
