rank,label,display_label,model,thinking_level,barrage_profile,accuracy_pct,accuracy_ci_95,answer_accuracy_pct,format_accuracy_pct,strict_accuracy_pct,obvious_failure_rate_pct,correct,answer_correct,format_correct,strict_correct,scored_samples,provider_errors,timeouts,total_tokens,total_tokens_display,estimated_cost_usd,cost_per_correct_usd,tokens_per_correct,overthinking_index,reasoning_token_source,cost_warnings,summary_dir
11,MiniMax: MiniMax M2,MiniMax: MiniMax M2 (reported reasoning),openrouter/minimax/minimax-m2,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,98.8,96.2,2.5,78,78,79,77,80,0,0,27415,27.41k,0.022928,0.000294,351,0.99,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-084-openrouter-040-minimax-minimax-m2
12,Z.ai: GLM 5,Z.ai: GLM 5 (reported reasoning),openrouter/z-ai/glm-5,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,100.0,97.5,2.5,78,78,80,78,80,0,0,32623,32.62k,0.062426,0.0008,418,0.98,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-097-openrouter-129-z-ai-glm-5
13,Z.ai: GLM 4.6,Z.ai: GLM 4.6 (reported reasoning),openrouter/z-ai/glm-4.6,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,100.0,97.5,2.5,78,78,80,78,80,0,0,41725,41.73k,0.06783,0.00087,535,0.96,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-093-openrouter-136-z-ai-glm-4-6
14,Prime Intellect: INTELLECT-3,Prime Intellect: INTELLECT-3 (reported reasoning),openrouter/prime-intellect/intellect-3,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,97.5,95.0,2.5,78,78,78,76,80,0,0,86714,86.71k,0.092018,0.00118,1112,1.02,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-087-openrouter-135-prime-intellect-intellect-3
15,Z.ai: GLM 4.5,Z.ai: GLM 4.5 (reported reasoning),openrouter/z-ai/glm-4.5,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,96.2,93.8,2.5,78,78,77,75,80,0,0,63115,63.12k,0.132409,0.001698,809,0.99,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-098-openrouter-146-z-ai-glm-4-5
16,DeepSeek: DeepSeek V4 Flash,DeepSeek: DeepSeek V4 Flash (reported reasoning),openrouter/deepseek/deepseek-v4-flash,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,97.5,93.8,3.8,77,77,78,75,80,0,0,9071,9.07k,0.001429,0.000019,118,0.89,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-035-openrouter-027-deepseek-deepseek-v4-flash
17,NVIDIA Nemotron 3 Nano 30B A3B,NVIDIA Nemotron 3 Nano 30B A3B (reported reasoning),openrouter/nvidia/nemotron-3-nano-30b-a3b,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,100.0,96.2,3.8,77,77,80,77,80,0,0,17647,17.65k,0.002873,0.000037,229,0.91,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-openrouter-nemotron-3-nano
18,DeepSeek: DeepSeek V4 Pro,DeepSeek: DeepSeek V4 Pro (reported reasoning),openrouter/deepseek/deepseek-v4-pro,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,93.8,90.0,3.8,77,77,75,72,80,0,0,14284,14.28k,0.010821,0.000141,186,0.96,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-079-openrouter-125-deepseek-deepseek-v4-pro
19,Z.ai: GLM 4.7,Z.ai: GLM 4.7 (reported reasoning),openrouter/z-ai/glm-4.7,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,90.0,86.2,3.8,77,77,72,69,80,0,0,25130,25.13k,0.039225,0.000509,326,0.96,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-094-openrouter-131-z-ai-glm-4-7
20,Qwen: Qwen3 235B A22B,Qwen: Qwen3 235B A22B (reported reasoning),openrouter/qwen/qwen3-235b-a22b,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,93.8,91.2,3.8,77,77,75,73,80,0,0,41123,41.12k,0.069806,0.000907,534,0.96,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-096-openrouter-061-qwen-qwen3-235b-a22b
21,MiniMax: MiniMax M2.1,MiniMax: MiniMax M2.1 (reported reasoning),openrouter/minimax/minimax-m2.1,reported reasoning,hard_obvious_8x10_seed_20260531,95.0,87.8-98.0%,95.0,100.0,95.0,5.0,76,76,80,76,80,0,0,29869,29.87k,0.023914,0.000315,393,1.01,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-082-openrouter-034-minimax-minimax-m2-1
22,OpenAI GPT-4.1,OpenAI GPT-4.1 (default/none reported),openai/gpt-4.1,default/none reported,hard_obvious_8x10_seed_20260531,93.8,86.2-97.3%,93.8,88.8,82.5,6.2,75,75,71,66,80,0,0,3853,3.85k,0.00938,0.00012507,51,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-openai-gpt-4-1
23,MoonshotAI: Kimi K2 0905,MoonshotAI: Kimi K2 0905 (default/none reported),openrouter/moonshotai/kimi-k2-0905,default/none reported,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,100.0,92.5,7.5,74,74,80,74,80,0,0,4759,4.76k,0.0033342,0.00004506,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-100-openrouter-142-moonshotai-kimi-k2-0905
24,Qwen: Qwen3 32B,Qwen: Qwen3 32B (reported reasoning),openrouter/qwen/qwen3-32b,reported reasoning,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,93.8,86.2,7.5,74,74,75,69,80,0,0,29649,29.65k,0.007549,0.000102,401,0.94,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-041-openrouter-060-qwen-qwen3-32b
25,MiniMax: MiniMax M2.5,MiniMax: MiniMax M2.5 (reported reasoning),openrouter/minimax/minimax-m2.5,reported reasoning,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,98.8,91.2,7.5,74,74,79,73,80,0,0,44322,44.32k,0.044509,0.000601,599,0.96,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-089-openrouter-031-minimax-minimax-m2-5
26,Xiaomi MiMo-V2-Flash,Xiaomi MiMo-V2-Flash (default/none reported),openrouter/xiaomi/mimo-v2-flash,default/none reported,hard_obvious_8x10_seed_20260531,91.2,83.0-95.7%,91.2,100.0,91.2,8.8,73,73,80,73,80,0,0,6363,6.36k,0.00018113,0.00000248,87,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-openrouter-xiaomi-mimo-v2-flash
27,Qwen: Qwen3 Coder Next,Qwen: Qwen3 Coder Next (default/none reported),openrouter/qwen/qwen3-coder-next,default/none reported,hard_obvious_8x10_seed_20260531,91.2,83.0-95.7%,91.2,98.8,90.0,8.8,73,73,79,72,80,0,0,4027,4.03k,0.00067481,0.00000924,55,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-075-openrouter-130-qwen-qwen3-coder-next
28,Z.ai: GLM 4.7 Flash,Z.ai: GLM 4.7 Flash (reported reasoning),openrouter/z-ai/glm-4.7-flash,reported reasoning,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,98.8,88.8,10.0,72,72,79,71,80,0,0,64664,64.66k,0.024653,0.000342,898,0.96,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-051-openrouter-033-z-ai-glm-4-7-flash
29,MiniMax: MiniMax M2.7,MiniMax: MiniMax M2.7 (reported reasoning),openrouter/minimax/minimax-m2.7,reported reasoning,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,100.0,90.0,10.0,72,72,80,72,80,0,0,26461,26.46k,0.025733,0.000357,368,1.01,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-090-openrouter-028-minimax-minimax-m2-7
30,Z.ai: GLM 4.5 Air,Z.ai: GLM 4.5 Air (reported reasoning),openrouter/z-ai/glm-4.5-air,reported reasoning,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,88.8,78.8,10.0,72,72,71,63,80,0,0,45421,45.42k,0.035974,0.0005,631,1.00,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-078-openrouter-147-z-ai-glm-4-5-air
31,OpenAI GPT-4.1 mini,OpenAI GPT-4.1 mini (default/none reported),openai/gpt-4.1-mini,default/none reported,hard_obvious_8x10_seed_20260531,88.8,80.0-94.0%,88.8,96.2,85.0,11.2,71,71,77,68,80,0,0,3818,3.82k,0.00182,0.00002563,54,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-openai-gpt-4-1-mini
32,Nex AGI: DeepSeek V3.1 Nex N1,Nex AGI: DeepSeek V3.1 Nex N1 (default/none reported),openrouter/nex-agi/deepseek-v3.1-nex-n1,default/none reported,hard_obvious_8x10_seed_20260531,88.8,80.0-94.0%,88.8,100.0,88.8,11.2,71,71,80,71,80,0,0,50569,50.57k,0.00694216,0.00009778,712,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-062-openrouter-132-nex-agi-deepseek-v3-1-nex-n1
33,Anthropic Claude Sonnet 4.6,Anthropic Claude Sonnet 4.6 (default/none reported),anthropic/claude-sonnet-4-6,default/none reported,hard_obvious_8x10_seed_20260531,88.8,80.0-94.0%,88.8,96.2,85.0,11.2,71,71,77,68,80,0,0,4546,4.55k,0.021942,0.00030904,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-anthropic-claude-sonnet-4-6
34,Qwen: Qwen3 235B A22B Instruct 2507,Qwen: Qwen3 235B A22B Instruct 2507 (default/none reported),openrouter/qwen/qwen3-235b-a22b-2507,default/none reported,hard_obvious_8x10_seed_20260531,87.5,78.5-93.1%,87.5,98.8,86.2,12.5,70,70,79,69,80,0,0,3999,4.00k,0.000286,0.000004,57,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-022-openrouter-053-qwen-qwen3-235b-a22b-2507
35,Qwen3 Next 80B A3B Instruct,Qwen3 Next 80B A3B Instruct (default/none reported),openrouter/qwen/qwen3-next-80b-a3b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,87.5,78.5-93.1%,87.5,91.2,78.8,12.5,70,70,73,63,80,0,0,4025,4.03k,0.00069959,0.00000999,58,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-openrouter-qwen3-next
36,Anthropic Claude Haiku 4.5,Anthropic Claude Haiku 4.5 (default/none reported),anthropic/claude-haiku-4-5,default/none reported,hard_obvious_8x10_seed_20260531,87.5,78.5-93.1%,87.5,86.2,73.8,12.5,70,70,69,59,80,0,0,4528,4.53k,0.007224,0.0001032,65,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-anthropic-claude-haiku-4-5
37,Gemini 2.5 Flash-Lite,Gemini 2.5 Flash-Lite (default/none reported),google/gemini-2.5-flash-lite,default/none reported,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,87.5,73.8,13.8,69,69,70,59,80,0,0,3639,3.64k,0.0004665,0.00000676,53,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-gemini-2-5-flash-lite
38,Qwen: Qwen-Plus,Qwen: Qwen-Plus (default/none reported),openrouter/qwen/qwen-plus,default/none reported,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,100.0,86.2,13.8,69,69,80,69,80,0,0,3942,3.94k,0.00115544,0.00001675,57,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-072-openrouter-152-qwen-qwen-plus
39,Nous: Hermes 3 405B Instruct,Nous: Hermes 3 405B Instruct (default/none reported),openrouter/nousresearch/hermes-3-llama-3.1-405b,default/none reported,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,100.0,86.2,13.8,69,69,80,69,80,0,0,4055,4.05k,0.004055,0.00005877,59,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-086-openrouter-157-nousresearch-hermes-3-llama-3-1-405b
40,Qwen: Qwen3 8B,Qwen: Qwen3 8B (reported reasoning),openrouter/qwen/qwen3-8b,reported reasoning,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,93.8,80.0,13.8,69,69,75,64,80,0,0,21345,21.34k,0.007246,0.000105,309,0.96,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-050-openrouter-058-qwen-qwen3-8b
41,Meta: Llama 3.3 70B Instruct,Meta: Llama 3.3 70B Instruct (default/none reported),openrouter/meta-llama/llama-3.3-70b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,91.2,76.2,15.0,68,68,73,61,80,0,0,4671,4.67k,0.00053772,0.00000791,69,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-046-openrouter-154-meta-llama-llama-3-3-70b-instruct
42,OpenAI GPT-5 nano minimal,OpenAI GPT-5 nano minimal (thinking=minimal),openai/gpt-5-nano,thinking=minimal,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,5291,5.29k,0.0008935,0.00001314,78,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-openai-gpt-5-nano-minimal
43,Qwen: Qwen Plus 0728,Qwen: Qwen Plus 0728 (default/none reported),openrouter/qwen/qwen-plus-2025-07-28,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,91.2,76.2,15.0,68,68,73,61,80,0,0,3983,3.98k,0.00118742,0.00001746,59,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-073-openrouter-141-qwen-qwen-plus-2025-07-28
44,Qwen: Qwen3 Coder 480B A35B,Qwen: Qwen3 Coder 480B A35B (default/none reported),openrouter/qwen/qwen3-coder,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,90.0,75.0,15.0,68,68,72,60,80,0,0,3909,3.91k,0.001232,0.000018,57,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-095-openrouter-148-qwen-qwen3-coder
45,Meta: Llama 3.1 70B Instruct,Meta: Llama 3.1 70B Instruct (default/none reported),openrouter/meta-llama/llama-3.1-70b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,96.2,81.2,15.0,68,68,77,65,80,0,0,4142,4.14k,0.0016568,0.00002436,61,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-057-openrouter-158-meta-llama-llama-3-1-70b-instruct
46,Arcee AI: Trinity Mini,Arcee AI: Trinity Mini (reported reasoning),openrouter/arcee-ai/trinity-mini,reported reasoning,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,88.8,73.8,15.0,68,68,71,59,80,0,0,88927,88.93k,0.01294,0.00019,1308,0.66,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-030-openrouter-037-arcee-ai-trinity-mini
47,Z.ai: GLM 4 32B ,Z.ai: GLM 4 32B  (default/none reported),openrouter/z-ai/glm-4-32b,default/none reported,hard_obvious_8x10_seed_20260531,83.8,74.2-90.3%,83.8,100.0,83.8,16.2,67,67,80,67,80,0,0,3820,3.82k,0.000382,0.0000057,57,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-024-openrouter-052-z-ai-glm-4-32b
48,Nous: Hermes 4 70B,Nous: Hermes 4 70B (default/none reported),openrouter/nousresearch/hermes-4-70b,default/none reported,hard_obvious_8x10_seed_20260531,83.8,74.2-90.3%,83.8,100.0,83.8,16.2,67,67,80,67,80,0,0,5255,5.25k,0.00076793,0.00001146,78,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-054-openrouter-143-nousresearch-hermes-4-70b
49,Google: Gemma 3n 4B,Google: Gemma 3n 4B (default/none reported),openrouter/google/gemma-3n-e4b-it,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,87.5,70.0,17.5,66,66,70,56,80,0,0,4974,4.97k,0.00032706,0.00000496,75,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-027-openrouter-056-google-gemma-3n-e4b-it
50,DeepSeek: DeepSeek V3.1,DeepSeek: DeepSeek V3.1 (default/none reported),openrouter/deepseek/deepseek-chat-v3.1,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,96.2,78.8,17.5,66,66,77,63,80,0,0,3751,3.75k,0.00087791,0.0000133,57,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-074-openrouter-145-deepseek-deepseek-chat-v3-1
51,DeepSeek: DeepSeek V3.1 Terminus,DeepSeek: DeepSeek V3.1 Terminus (default/none reported),openrouter/deepseek/deepseek-v3.1-terminus,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,95.0,77.5,17.5,66,66,76,62,80,0,0,3746,3.75k,0.00106434,0.00001613,57,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-081-openrouter-140-deepseek-deepseek-v3-1-terminus
52,Qwen2.5 72B Instruct,Qwen2.5 72B Instruct (default/none reported),openrouter/qwen/qwen-2.5-72b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,88.8,71.2,17.5,66,66,71,57,80,0,0,3992,3.99k,0.00144916,0.00002196,60,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-055-openrouter-072-qwen-qwen-2-5-72b-instruct
53,Baidu: ERNIE 4.5 300B A47B ,Baidu: ERNIE 4.5 300B A47B  (default/none reported),openrouter/baidu/ernie-4.5-300b-a47b,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,87.5,70.0,17.5,66,66,70,56,80,0,0,3831,3.83k,0.00148022,0.00002243,58,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-088-openrouter-055-baidu-ernie-4-5-300b-a47b
54,Meta: Llama 3 70B Instruct,Meta: Llama 3 70B Instruct (default/none reported),openrouter/meta-llama/llama-3-70b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,100.0,82.5,17.5,66,66,80,66,80,0,0,4241,4.24k,0.00224111,0.00003396,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-069-openrouter-160-meta-llama-llama-3-70b-instruct
55,TheDrummer: Cydonia 24B V4.1,TheDrummer: Cydonia 24B V4.1 (default/none reported),openrouter/thedrummer/cydonia-24b-v4.1,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,100.0,82.5,17.5,66,66,80,66,80,0,0,17610,17.61k,0.0025127,0.00003807,267,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-064-openrouter-044-thedrummer-cydonia-24b-v4-1
56,TheDrummer: Skyfall 36B V2,TheDrummer: Skyfall 36B V2 (default/none reported),openrouter/thedrummer/skyfall-36b-v2,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,100.0,82.5,17.5,66,66,80,66,80,0,0,17589,17.59k,0.00423345,0.00006414,266,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-076-openrouter-151-thedrummer-skyfall-36b-v2
57,NVIDIA: Nemotron Nano 9B V2,NVIDIA: Nemotron Nano 9B V2 (reported reasoning),openrouter/nvidia/nemotron-nano-9b-v2,reported reasoning,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,98.8,81.2,17.5,66,66,79,65,80,0,0,29921,29.92k,0.004301,0.000065,453,0.84,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-032-openrouter-047-nvidia-nemotron-nano-9b-v2
58,IBM: Granite 4.0 Micro,IBM: Granite 4.0 Micro (default/none reported),openrouter/ibm-granite/granite-4.0-h-micro,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,100.0,81.2,18.8,65,65,80,65,80,0,0,5744,5.74k,0.00012833,0.00000197,88,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-025-openrouter-041-ibm-granite-granite-4-0-h-micro
59,IBM: Granite 4.1 8B,IBM: Granite 4.1 8B (default/none reported),openrouter/ibm-granite/granite-4.1-8b,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,92.5,73.8,18.8,65,65,74,59,80,0,0,4898,4.90k,0.00029225,0.0000045,75,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-021-openrouter-026-ibm-granite-granite-4-1-8b
60,DeepSeek: DeepSeek V3.2,DeepSeek: DeepSeek V3.2 (default/none reported),openrouter/deepseek/deepseek-v3.2,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,100.0,81.2,18.8,65,65,80,65,80,0,0,3800,3.80k,0.00083447,0.00001284,58,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-048-openrouter-134-deepseek-deepseek-v3-2
61,Mistral: Mistral Small 3,Mistral: Mistral Small 3 (default/none reported),openrouter/mistralai/mistral-small-24b-instruct-2501,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,95.0,76.2,18.8,65,65,76,61,80,0,0,16496,16.50k,0.00083563,0.00001286,254,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-019-openrouter-065-mistralai-mistral-small-24b-instruct-2501
62,DeepSeek: DeepSeek V3.2 Exp,DeepSeek: DeepSeek V3.2 Exp (default/none reported),openrouter/deepseek/deepseek-v3.2-exp,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,100.0,81.2,18.8,65,65,80,65,80,0,0,3649,3.65k,0.00102387,0.00001575,56,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-058-openrouter-137-deepseek-deepseek-v3-2-exp
