label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
DeepSeek: DeepSeek V3.1,spelling_transform,60.00,6,10,10,0,0,4,7.537e-05
DeepSeek: DeepSeek V3.1,word_count,100.00,10,10,10,0,0,0,7.462e-05
DeepSeek: DeepSeek V3.1 Terminus,arithmetic,100.00,10,10,10,0,0,0,0.00010758
DeepSeek: DeepSeek V3.1 Terminus,character_count,20.00,2,10,10,0,0,8,9.096e-05
DeepSeek: DeepSeek V3.1 Terminus,constraint_awareness,90.00,9,10,10,0,0,1,0.00020326
DeepSeek: DeepSeek V3.1 Terminus,format_compliance,100.00,10,10,10,0,0,0,0.00015455
DeepSeek: DeepSeek V3.1 Terminus,negation,100.00,10,10,10,0,0,0,0.00010831
DeepSeek: DeepSeek V3.1 Terminus,ordering,100.00,10,10,10,0,0,0,0.0001689
DeepSeek: DeepSeek V3.1 Terminus,spelling_transform,50.00,5,10,10,0,0,5,0.00010766
DeepSeek: DeepSeek V3.1 Terminus,word_count,100.00,10,10,10,0,0,0,0.00012312
DeepSeek: DeepSeek V3.2,arithmetic,100.00,10,10,10,0,0,0,9.48024e-05
DeepSeek: DeepSeek V3.2,character_count,10.00,1,10,10,0,0,9,6.07572e-05
DeepSeek: DeepSeek V3.2,constraint_awareness,80.00,8,10,10,0,0,2,0.0001988784
DeepSeek: DeepSeek V3.2,format_compliance,100.00,10,10,10,0,0,0,0.0001008
DeepSeek: DeepSeek V3.2,negation,100.00,10,10,10,0,0,0,9.51552e-05
DeepSeek: DeepSeek V3.2,ordering,90.00,9,10,10,0,0,1,0.0001143828
DeepSeek: DeepSeek V3.2,spelling_transform,70.00,7,10,10,0,0,3,7.4088e-05
DeepSeek: DeepSeek V3.2,word_count,100.00,10,10,10,0,0,0,9.56088e-05
DeepSeek: DeepSeek V3.2 Exp,arithmetic,100.00,10,10,10,0,0,0,0.00010301
DeepSeek: DeepSeek V3.2 Exp,character_count,10.00,1,10,10,0,0,9,8.823e-05
DeepSeek: DeepSeek V3.2 Exp,constraint_awareness,90.00,9,10,10,0,0,1,0.00022472
DeepSeek: DeepSeek V3.2 Exp,format_compliance,100.00,10,10,10,0,0,0,0.00013398
DeepSeek: DeepSeek V3.2 Exp,negation,100.00,10,10,10,0,0,0,0.00012158
DeepSeek: DeepSeek V3.2 Exp,ordering,100.00,10,10,10,0,0,0,0.0001407
DeepSeek: DeepSeek V3.2 Exp,spelling_transform,50.00,5,10,10,0,0,5,9.303e-05
DeepSeek: DeepSeek V3.2 Exp,word_count,100.00,10,10,10,0,0,0,0.00011862
DeepSeek: DeepSeek V4 Flash,arithmetic,100.00,10,10,10,0,0,0,0.000145
DeepSeek: DeepSeek V4 Flash,character_count,80.00,8,10,10,0,0,2,0.000296
DeepSeek: DeepSeek V4 Flash,constraint_awareness,100.00,10,10,10,0,0,0,0.000401
DeepSeek: DeepSeek V4 Flash,format_compliance,100.00,10,10,10,0,0,0,0.000152
DeepSeek: DeepSeek V4 Flash,negation,100.00,10,10,10,0,0,0,0.000182
DeepSeek: DeepSeek V4 Flash,ordering,100.00,10,10,10,0,0,0,0.000162
DeepSeek: DeepSeek V4 Flash,spelling_transform,90.00,9,10,10,0,0,1,0.000917
DeepSeek: DeepSeek V4 Flash,word_count,100.00,10,10,10,0,0,0,0.000173
DeepSeek: DeepSeek V4 Pro,arithmetic,100.00,10,10,10,0,0,0,0.000719
DeepSeek: DeepSeek V4 Pro,character_count,100.00,10,10,10,0,0,0,0.002019
DeepSeek: DeepSeek V4 Pro,constraint_awareness,90.00,9,10,10,0,0,1,0.010765
DeepSeek: DeepSeek V4 Pro,format_compliance,100.00,10,10,10,0,0,0,0.000739
DeepSeek: DeepSeek V4 Pro,negation,100.00,10,10,10,0,0,0,0.000942
DeepSeek: DeepSeek V4 Pro,ordering,100.00,10,10,10,0,0,0,0.001009
DeepSeek: DeepSeek V4 Pro,spelling_transform,80.00,8,10,10,0,0,2,0.002788
DeepSeek: DeepSeek V4 Pro,word_count,100.00,10,10,10,0,0,0,0.000956
DeepSeek: R1 Distill Qwen 32B,arithmetic,50.00,5,10,10,0,0,5,0.00109
DeepSeek: R1 Distill Qwen 32B,character_count,0.00,0,10,10,0,0,10,0.002466
DeepSeek: R1 Distill Qwen 32B,constraint_awareness,0.00,0,10,10,0,0,10,0.003517
DeepSeek: R1 Distill Qwen 32B,format_compliance,100.00,10,10,10,0,0,0,0.003169
DeepSeek: R1 Distill Qwen 32B,negation,50.00,5,10,10,0,0,5,0.002481
DeepSeek: R1 Distill Qwen 32B,ordering,50.00,5,10,10,0,0,5,0.001941
DeepSeek: R1 Distill Qwen 32B,spelling_transform,90.00,9,10,10,0,0,1,0.005178
DeepSeek: R1 Distill Qwen 32B,word_count,0.00,0,10,10,0,0,10,0.002418
DeepSeek: R1 Distill Qwen 32B low_budget_512,arithmetic,50.00,5,10,10,0,0,5,0.00109
DeepSeek: R1 Distill Qwen 32B low_budget_512,character_count,0.00,0,10,10,0,0,10,0.002401
DeepSeek: R1 Distill Qwen 32B low_budget_512,constraint_awareness,0.00,0,8,8,0,0,8,0.002761
DeepSeek: R1 Distill Qwen 32B low_budget_512,format_compliance,100.00,8,8,8,0,0,0,0.002412
DeepSeek: R1 Distill Qwen 32B low_budget_512,negation,55.56,5,9,9,0,0,4,0.00214
DeepSeek: R1 Distill Qwen 32B low_budget_512,ordering,50.00,5,10,10,0,0,5,0.00192
DeepSeek: R1 Distill Qwen 32B low_budget_512,spelling_transform,100.00,6,6,6,0,0,0,0.00145
DeepSeek: R1 Distill Qwen 32B low_budget_512,word_count,0.00,0,9,9,0,0,9,0.000726
EssentialAI: Rnj 1 Instruct,arithmetic,50.00,5,10,10,0,0,5,0.00011145
EssentialAI: Rnj 1 Instruct,character_count,40.00,4,10,10,0,0,6,0.0001107
EssentialAI: Rnj 1 Instruct,constraint_awareness,80.00,8,10,10,0,0,2,0.0002526
EssentialAI: Rnj 1 Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00012375
EssentialAI: Rnj 1 Instruct,negation,100.00,10,10,10,0,0,0,0.00011535
EssentialAI: Rnj 1 Instruct,ordering,100.00,10,10,10,0,0,0,0.0001206
EssentialAI: Rnj 1 Instruct,spelling_transform,30.00,3,10,10,0,0,7,0.0001071
EssentialAI: Rnj 1 Instruct,word_count,100.00,10,10,10,0,0,0,0.0001098
Gemini 2.5 Flash,arithmetic,100.00,10,10,10,0,0,0,0.003658
Gemini 2.5 Flash,character_count,100.00,10,10,10,0,0,0,0.004313
Gemini 2.5 Flash,constraint_awareness,90.00,9,10,10,0,0,1,0.016054
Gemini 2.5 Flash,format_compliance,100.00,10,10,10,0,0,0,0.001326
Gemini 2.5 Flash,negation,100.00,10,10,10,0,0,0,0.002824
Gemini 2.5 Flash,ordering,100.00,10,10,10,0,0,0,0.003629
Gemini 2.5 Flash,spelling_transform,100.00,10,10,10,0,0,0,0.001881
Gemini 2.5 Flash,word_count,100.00,10,10,10,0,0,0,0.00072
Gemini 2.5 Flash-Lite,arithmetic,90.00,9,10,10,0,0,1,4.63e-05
Gemini 2.5 Flash-Lite,character_count,30.00,3,10,10,0,0,7,3.4e-05
Gemini 2.5 Flash-Lite,constraint_awareness,100.00,10,10,10,0,0,0,8.28e-05
Gemini 2.5 Flash-Lite,format_compliance,100.00,10,10,10,0,0,0,0.000103
Gemini 2.5 Flash-Lite,negation,100.00,10,10,10,0,0,0,4.61e-05
Gemini 2.5 Flash-Lite,ordering,100.00,10,10,10,0,0,0,7.39e-05
Gemini 2.5 Flash-Lite,spelling_transform,70.00,7,10,10,0,0,3,3.72e-05
Gemini 2.5 Flash-Lite,word_count,100.00,10,10,10,0,0,0,4.32e-05
Gemini 2.5 Flash-Lite low_budget_1024,arithmetic,100.00,10,10,10,0,0,0,0.000741
Gemini 2.5 Flash-Lite low_budget_1024,character_count,100.00,10,10,10,0,0,0,0.000669
Gemini 2.5 Flash-Lite low_budget_1024,constraint_awareness,100.00,10,10,10,0,0,0,0.00171
Gemini 2.5 Flash-Lite low_budget_1024,format_compliance,100.00,10,10,10,0,0,0,0.000364
Gemini 2.5 Flash-Lite low_budget_1024,negation,100.00,10,10,10,0,0,0,0.000567
Gemini 2.5 Flash-Lite low_budget_1024,ordering,100.00,10,10,10,0,0,0,0.000765
Gemini 2.5 Flash-Lite low_budget_1024,spelling_transform,60.00,6,10,10,0,0,4,0.00106
Gemini 2.5 Flash-Lite low_budget_1024,word_count,100.00,10,10,10,0,0,0,0.000181
Gemini 2.5 Flash-Lite medium_budget_8192,arithmetic,100.00,10,10,10,0,0,0,0.000691
Gemini 2.5 Flash-Lite medium_budget_8192,character_count,90.00,9,10,10,0,0,1,0.000606
Gemini 2.5 Flash-Lite medium_budget_8192,constraint_awareness,100.00,10,10,10,0,0,0,0.002722
Gemini 2.5 Flash-Lite medium_budget_8192,format_compliance,100.00,10,10,10,0,0,0,0.000363
Gemini 2.5 Flash-Lite medium_budget_8192,negation,100.00,10,10,10,0,0,0,0.000589
Gemini 2.5 Flash-Lite medium_budget_8192,ordering,100.00,10,10,10,0,0,0,0.000753
Gemini 2.5 Flash-Lite medium_budget_8192,spelling_transform,50.00,5,10,10,0,0,5,0.010254
Gemini 2.5 Flash-Lite medium_budget_8192,word_count,100.00,10,10,10,0,0,0,0.000141
Gemini 3 Flash Preview,arithmetic,100.00,10,10,10,0,0,0,0.003969
Gemini 3 Flash Preview,character_count,100.00,10,10,10,0,0,0,0.005562
