label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
Meta: Llama 4 Maverick,spelling_transform,50.00,5,10,10,0,0,5,0.000083
Meta: Llama 4 Maverick,word_count,100.00,10,10,10,0,0,0,0.00003
Meta: Llama 4 Scout,arithmetic,90.00,9,10,10,0,0,1,4.122e-05
Meta: Llama 4 Scout,character_count,30.00,3,10,10,0,0,7,3.512e-05
Meta: Llama 4 Scout,constraint_awareness,80.00,8,10,10,0,0,2,7.876e-05
Meta: Llama 4 Scout,format_compliance,100.00,10,10,10,0,0,0,5.71e-05
Meta: Llama 4 Scout,negation,100.00,10,10,10,0,0,0,4.66e-05
Meta: Llama 4 Scout,ordering,90.00,9,10,10,0,0,1,6.434e-05
Meta: Llama 4 Scout,spelling_transform,20.00,2,10,10,0,0,8,4.334e-05
Meta: Llama 4 Scout,word_count,100.00,10,10,10,0,0,0,1.696e-05
Meta: Llama Guard 4 12B,arithmetic,0.00,0,10,10,0,0,10,0.00042642
Meta: Llama Guard 4 12B,character_count,0.00,0,10,10,0,0,10,0.00042012
Meta: Llama Guard 4 12B,constraint_awareness,0.00,0,10,10,0,0,10,0.00051156
Meta: Llama Guard 4 12B,format_compliance,0.00,0,10,10,0,0,10,0.0004365
Meta: Llama Guard 4 12B,negation,0.00,0,10,10,0,0,10,0.0004419
Meta: Llama Guard 4 12B,ordering,0.00,0,10,10,0,0,10,0.00043524
Meta: Llama Guard 4 12B,spelling_transform,0.00,0,10,10,0,0,10,0.00041904
Meta: Llama Guard 4 12B,word_count,0.00,0,10,10,0,0,10,0.00026172
MiniMax: MiniMax M3,arithmetic,100.00,10,10,10,0,0,0,0.000918
MiniMax: MiniMax M3,character_count,100.00,10,10,10,0,0,0,0.001649
MiniMax: MiniMax M3,constraint_awareness,90.00,9,10,10,0,0,1,0.00206
MiniMax: MiniMax M3,format_compliance,100.00,10,10,10,0,0,0,0.000631
MiniMax: MiniMax M3,negation,100.00,10,10,10,0,0,0,0.001046
MiniMax: MiniMax M3,ordering,100.00,10,10,10,0,0,0,0.001059
MiniMax: MiniMax M3,spelling_transform,100.00,10,10,10,0,0,0,0.002032
MiniMax: MiniMax M3,word_count,100.00,10,10,10,0,0,0,0.000489
MiniMax: MiniMax-01,arithmetic,90.00,9,10,10,0,0,1,0.0015071
MiniMax: MiniMax-01,character_count,30.00,3,10,10,0,0,7,0.0014852
MiniMax: MiniMax-01,constraint_awareness,100.00,10,10,10,0,0,0,0.0015844
MiniMax: MiniMax-01,format_compliance,100.00,10,10,10,0,0,0,0.0015744
MiniMax: MiniMax-01,negation,100.00,10,10,10,0,0,0,0.0015111
MiniMax: MiniMax-01,ordering,100.00,10,10,10,0,0,0,0.0015841
MiniMax: MiniMax-01,spelling_transform,70.00,7,10,10,0,0,3,0.0015033
MiniMax: MiniMax-01,word_count,100.00,10,10,10,0,0,0,0.0006016
Mistral Large 2407,arithmetic,90.00,9,10,10,0,0,1,0.000946
Mistral Large 2407,character_count,20.00,2,10,10,0,0,8,0.000712
Mistral Large 2407,constraint_awareness,100.00,10,10,10,0,0,0,0.001756
Mistral Large 2407,format_compliance,100.00,10,10,10,0,0,0,0.0010692
Mistral Large 2407,negation,100.00,10,10,10,0,0,0,0.000878
Mistral Large 2407,ordering,100.00,10,10,10,0,0,0,0.0013132
Mistral Large 2407,spelling_transform,70.00,7,10,10,0,0,3,0.061792
Mistral Large 2407,word_count,100.00,10,10,10,0,0,0,0.000454
Mistral: Codestral 2508,arithmetic,90.00,9,10,10,0,0,1,0.0001401
Mistral: Codestral 2508,character_count,50.00,5,10,10,0,0,5,0.0001068
Mistral: Codestral 2508,constraint_awareness,100.00,10,10,10,0,0,0,0.0002634
Mistral: Codestral 2508,format_compliance,100.00,10,10,10,0,0,0,0.000216
Mistral: Codestral 2508,negation,90.00,9,10,10,0,0,1,0.0001461
Mistral: Codestral 2508,ordering,90.00,9,10,10,0,0,1,0.0002061
Mistral: Codestral 2508,spelling_transform,40.00,4,10,10,0,0,6,0.0001203
Mistral: Codestral 2508,word_count,100.00,10,10,10,0,0,0,5.46e-05
Mistral: Devstral 2 2512,arithmetic,90.00,9,10,10,0,0,1,0.00011496
Mistral: Devstral 2 2512,character_count,40.00,4,10,10,0,0,6,9.104e-05
Mistral: Devstral 2 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.0003064
Mistral: Devstral 2 2512,format_compliance,100.00,10,10,10,0,0,0,0.00027896
Mistral: Devstral 2 2512,negation,100.00,10,10,10,0,0,0,0.00011096
Mistral: Devstral 2 2512,ordering,100.00,10,10,10,0,0,0,0.000234
Mistral: Devstral 2 2512,spelling_transform,60.00,6,10,10,0,0,4,0.00012472
Mistral: Devstral 2 2512,word_count,100.00,10,10,10,0,0,0,3.056e-05
Mistral: Ministral 3 14B 2512,arithmetic,100.00,10,10,10,0,0,0,7.72e-05
Mistral: Ministral 3 14B 2512,character_count,20.00,2,10,10,0,0,8,6.32e-05
Mistral: Ministral 3 14B 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.0001676
Mistral: Ministral 3 14B 2512,format_compliance,100.00,10,10,10,0,0,0,9.98e-05
Mistral: Ministral 3 14B 2512,negation,100.00,10,10,10,0,0,0,8.9e-05
Mistral: Ministral 3 14B 2512,ordering,100.00,10,10,10,0,0,0,9.7e-05
Mistral: Ministral 3 14B 2512,spelling_transform,30.00,3,10,10,0,0,7,6.94e-05
Mistral: Ministral 3 14B 2512,word_count,100.00,10,10,10,0,0,0,3.32e-05
Mistral: Ministral 3 3B 2512,arithmetic,60.00,6,10,10,0,0,4,3.86e-05
Mistral: Ministral 3 3B 2512,character_count,30.00,3,10,10,0,0,7,3.18e-05
Mistral: Ministral 3 3B 2512,constraint_awareness,100.00,10,10,10,0,0,0,8.38e-05
Mistral: Ministral 3 3B 2512,format_compliance,100.00,10,10,10,0,0,0,5.28e-05
Mistral: Ministral 3 3B 2512,negation,90.00,9,10,10,0,0,1,4.46e-05
Mistral: Ministral 3 3B 2512,ordering,100.00,10,10,10,0,0,0,4.85e-05
Mistral: Ministral 3 3B 2512,spelling_transform,10.00,1,10,10,0,0,9,3.94e-05
Mistral: Ministral 3 3B 2512,word_count,100.00,10,10,10,0,0,0,1.66e-05
Mistral: Ministral 3 8B 2512,arithmetic,90.00,9,10,10,0,0,1,5.79e-05
Mistral: Ministral 3 8B 2512,character_count,30.00,3,10,10,0,0,7,4.77e-05
Mistral: Ministral 3 8B 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.0001257
Mistral: Ministral 3 8B 2512,format_compliance,100.00,10,10,10,0,0,0,7.92e-05
Mistral: Ministral 3 8B 2512,negation,100.00,10,10,10,0,0,0,6.675e-05
Mistral: Ministral 3 8B 2512,ordering,90.00,9,10,10,0,0,1,7.275e-05
Mistral: Ministral 3 8B 2512,spelling_transform,30.00,3,10,10,0,0,7,4.935e-05
Mistral: Ministral 3 8B 2512,word_count,100.00,10,10,10,0,0,0,3.72e-05
Mistral: Mistral Large 3 2512,arithmetic,90.00,9,10,10,0,0,1,0.0002365
Mistral: Mistral Large 3 2512,character_count,20.00,2,10,10,0,0,8,0.000178
Mistral: Mistral Large 3 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.000439
Mistral: Mistral Large 3 2512,format_compliance,100.00,10,10,10,0,0,0,0.000281
Mistral: Mistral Large 3 2512,negation,100.00,10,10,10,0,0,0,0.0002435
Mistral: Mistral Large 3 2512,ordering,100.00,10,10,10,0,0,0,0.0003435
Mistral: Mistral Large 3 2512,spelling_transform,80.00,8,10,10,0,0,2,0.0275875
Mistral: Mistral Large 3 2512,word_count,100.00,10,10,10,0,0,0,9.1e-05
Mistral: Mistral Medium 3,arithmetic,80.00,8,10,10,0,0,2,0.0002216
Mistral: Mistral Medium 3,character_count,40.00,4,10,10,0,0,6,0.0001584
Mistral: Mistral Medium 3,constraint_awareness,100.00,10,10,10,0,0,0,0.0004292
Mistral: Mistral Medium 3,format_compliance,100.00,10,10,10,0,0,0,0.0003788
Mistral: Mistral Medium 3,negation,100.00,10,10,10,0,0,0,0.0002116
Mistral: Mistral Medium 3,ordering,100.00,10,10,10,0,0,0,0.0003556
Mistral: Mistral Medium 3,spelling_transform,50.00,5,10,10,0,0,5,0.00019
Mistral: Mistral Medium 3,word_count,100.00,10,10,10,0,0,0,7.92e-05
Mistral: Mistral Medium 3.1,arithmetic,70.00,7,10,10,0,0,3,0.0002256
Mistral: Mistral Medium 3.1,character_count,40.00,4,10,10,0,0,6,0.0001584
Mistral: Mistral Medium 3.1,constraint_awareness,100.00,10,10,10,0,0,0,0.0003672
Mistral: Mistral Medium 3.1,format_compliance,100.00,10,10,10,0,0,0,0.00035448
Mistral: Mistral Medium 3.1,negation,100.00,10,10,10,0,0,0,0.0002116
Mistral: Mistral Medium 3.1,ordering,100.00,10,10,10,0,0,0,0.0003556
Mistral: Mistral Medium 3.1,spelling_transform,60.00,6,10,10,0,0,4,0.000196
Mistral: Mistral Medium 3.1,word_count,100.00,10,10,10,0,0,0,7.92e-05
Mistral: Mistral Medium 3.5,arithmetic,80.00,8,10,10,0,0,2,0.001041
Mistral: Mistral Medium 3.5,character_count,40.00,4,10,10,0,0,6,0.00075
Mistral: Mistral Medium 3.5,constraint_awareness,100.00,10,10,10,0,0,0,0.001557
Mistral: Mistral Medium 3.5,format_compliance,100.00,10,10,10,0,0,0,0.001252
Mistral: Mistral Medium 3.5,negation,100.00,10,10,10,0,0,0,0.0009735
Mistral: Mistral Medium 3.5,ordering,90.00,9,10,10,0,0,1,0.001521
