rank,label,display_label,model,thinking_level,barrage_profile,accuracy_pct,accuracy_ci_95,answer_accuracy_pct,format_accuracy_pct,strict_accuracy_pct,obvious_failure_rate_pct,correct,answer_correct,format_correct,strict_correct,scored_samples,provider_errors,timeouts,total_tokens,total_tokens_display,estimated_cost_usd,cost_per_correct_usd,tokens_per_correct,overthinking_index,reasoning_token_source,cost_warnings,summary_dir
11,MiniMax: MiniMax M3,MiniMax: MiniMax M3 (reported reasoning),openrouter/minimax/minimax-m3,reported reasoning,hard_obvious_8x10_seed_20260531,98.8,93.3-99.8%,98.8,100.0,98.8,1.2,79,79,80,79,80,0,0,22235,22.23k,0.009883,0.000125,281,0.87,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-039-registry-openrouter-080-minimax-minimax-m3
12,Qwen: Qwen3.6 Flash low_budget_512,Qwen: Qwen3.6 Flash low_budget_512 (reported reasoning),openrouter/qwen/qwen3.6-flash,reported reasoning,hard_obvious_8x10_seed_20260531,98.8,93.3-99.8%,98.8,100.0,98.8,1.2,79,79,80,79,80,0,0,31984,31.98k,0.03249,0.000411,405,0.98,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-098-thinking-openrouter-qwen-qwen3-6-flash-low
13,MoonshotAI Kimi Latest,MoonshotAI Kimi Latest (reported reasoning),openrouter/~moonshotai/kimi-latest,reported reasoning,hard_obvious_8x10_seed_20260531,98.8,93.3-99.8%,98.8,100.0,98.8,1.2,79,79,80,79,80,0,0,15712,15.71k,0.044384,0.000562,199,0.95,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-064-registry-openrouter-161-moonshotai-kimi-latest
14,Qwen: Qwen3.5 397B A17B,Qwen: Qwen3.5 397B A17B (reported reasoning),openrouter/qwen/qwen3.5-397b-a17b,reported reasoning,hard_obvious_8x10_seed_20260531,98.8,93.3-99.8%,98.8,100.0,98.8,1.2,79,79,80,79,80,0,0,49670,49.67k,0.108865,0.001378,629,0.92,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-055-registry-openrouter-091-qwen-qwen3-5-397b-a17b
15,Qwen: Qwen3 VL 235B A22B Thinking,Qwen: Qwen3 VL 235B A22B Thinking (named thinking),openrouter/qwen/qwen3-vl-235b-a22b-thinking,named thinking,hard_obvious_8x10_seed_20260531,98.8,93.3-99.8%,98.8,100.0,98.8,1.2,79,79,80,79,80,0,0,50943,50.94k,0.123967,0.001569,645,0.99,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-057-registry-openrouter-124-qwen-qwen3-vl-235b-a22b-thinking
16,OpenAI GPT-5 nano low,OpenAI GPT-5 nano low (thinking=low),openai/gpt-5-nano,thinking=low,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,98.8,96.2,2.5,78,78,79,77,80,0,0,11481,11.48k,0.00344125,0.00004412,147,0.63,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-088-thinking-openai-gpt-5-nano-low
17,Xiaomi: MiMo-V2.5,Xiaomi: MiMo-V2.5 (reported reasoning),openrouter/xiaomi/mimo-v2.5,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,100.0,97.5,2.5,78,78,80,78,80,0,0,45514,45.51k,0.007332,0.000094,584,0.98,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-016-registry-openrouter-163-xiaomi-mimo-v2-5
18,OpenAI GPT-5 nano medium,OpenAI GPT-5 nano medium (thinking=medium),openai/gpt-5-nano,thinking=medium,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,100.0,97.5,2.5,78,78,80,78,80,0,0,25222,25.22k,0.008952,0.00011477,323,0.87,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-090-thinking-openai-gpt-5-nano-medium
19,Z.ai: GLM 5 Turbo,Z.ai: GLM 5 Turbo (reported reasoning),openrouter/z-ai/glm-5-turbo,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,100.0,97.5,2.5,78,78,80,78,80,0,0,14895,14.89k,0.05067,0.00065,191,0.97,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-068-registry-openrouter-180-z-ai-glm-5-turbo
20,Qwen: Qwen3.5-27B,Qwen: Qwen3.5-27B (reported reasoning),openrouter/qwen/qwen3.5-27b,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,100.0,97.5,2.5,78,78,80,78,80,0,0,62884,62.88k,0.092945,0.001192,806,0.91,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-043-registry-openrouter-088-qwen-qwen3-5-27b
21,Z.ai: GLM 5V Turbo,Z.ai: GLM 5V Turbo (reported reasoning),openrouter/z-ai/glm-5v-turbo,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,91.2,88.8,2.5,78,78,73,71,80,0,0,25622,25.62k,0.093232,0.001195,328,0.98,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-069-registry-openrouter-184-z-ai-glm-5v-turbo
22,Qwen: Qwen3.5-122B-A10B,Qwen: Qwen3.5-122B-A10B (reported reasoning),openrouter/qwen/qwen3.5-122b-a10b,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.3-99.3%,97.5,98.8,97.5,2.5,78,78,79,78,80,0,0,70664,70.66k,0.140209,0.001798,906,0.93,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-050-registry-openrouter-089-qwen-qwen3-5-122b-a10b
23,Qwen: Qwen3.5-Flash,Qwen: Qwen3.5-Flash (reported reasoning),openrouter/qwen/qwen3.5-flash-02-23,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,98.8,96.2,3.8,77,77,79,77,80,0,0,58586,58.59k,0.014505,0.000188,761,0.99,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-010-registry-openrouter-090-qwen-qwen3-5-flash-02-23
24,Qwen: Qwen3.6 Flash,Qwen: Qwen3.6 Flash (reported reasoning),openrouter/qwen/qwen3.6-flash,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,100.0,96.2,3.8,77,77,80,77,80,0,0,41303,41.30k,0.042974,0.000558,536,0.98,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-036-registry-openrouter-081-qwen-qwen3-6-flash
25,Qwen: Qwen3.6 35B A3B low_budget_512,Qwen: Qwen3.6 35B A3B low_budget_512 (reported reasoning),openrouter/qwen/qwen3.6-35b-a3b,reported reasoning,hard_obvious_8x10_seed_20260531,96.2,89.5-98.7%,96.2,100.0,96.2,3.8,77,77,80,77,80,0,0,59913,59.91k,0.056666,0.000736,778,0.89,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-096-thinking-openrouter-qwen-qwen3-6-35b-a3b-low
26,Gemini 2.5 Flash-Lite low_budget_1024,Gemini 2.5 Flash-Lite low_budget_1024 (reported reasoning),google/gemini-2.5-flash-lite,reported reasoning,hard_obvious_8x10_seed_20260531,95.0,87.8-98.0%,95.0,87.5,82.5,5.0,76,76,70,66,80,0,0,17438,17.44k,0.000453,0.000006,229,38.28,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-089-thinking-gemini-gemini-2-5-flash-lite-low
27,Qwen: Qwen3.6 35B A3B,Qwen: Qwen3.6 35B A3B (reported reasoning),openrouter/qwen/qwen3.6-35b-a3b,reported reasoning,hard_obvious_8x10_seed_20260531,95.0,87.8-98.0%,95.0,100.0,95.0,5.0,76,76,80,76,80,0,0,54693,54.69k,0.05153,0.000678,720,0.95,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-031-registry-openrouter-082-qwen-qwen3-6-35b-a3b
28,Google: Gemma 4 31B,Google: Gemma 4 31B (default/none reported),openrouter/google/gemma-4-31b-it,default/none reported,hard_obvious_8x10_seed_20260531,93.8,86.2-97.3%,93.8,97.5,91.2,6.2,75,75,78,73,80,0,0,4380,4.38k,0.000607,0.000008,58,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-017-registry-openrouter-165-google-gemma-4-31b-it
29,Anthropic Claude Opus 4.7,Anthropic Claude Opus 4.7 (default/none reported),anthropic/claude-opus-4-7,default/none reported,hard_obvious_8x10_seed_20260531,93.8,86.2-97.3%,93.8,100.0,93.8,6.2,75,75,80,75,80,0,0,5811,5.81k,0.041475,0.000553,77,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-083-registry-anthropic-claude-opus-4-7
30,Anthropic Claude Opus 4.6,Anthropic Claude Opus 4.6 (default/none reported),anthropic/claude-opus-4-6,default/none reported,hard_obvious_8x10_seed_20260531,93.8,86.2-97.3%,93.8,97.5,91.2,6.2,75,75,78,73,80,0,0,4797,4.80k,0.048245,0.00064327,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-082-registry-anthropic-claude-opus-4-6
31,Qwen: Qwen3 VL 8B Thinking,Qwen: Qwen3 VL 8B Thinking (named thinking),openrouter/qwen/qwen3-vl-8b-thinking,named thinking,hard_obvious_8x10_seed_20260531,93.8,86.2-97.3%,93.8,95.0,91.2,6.2,75,75,76,73,80,0,0,67657,67.66k,0.088223,0.001176,902,0.96,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-038-registry-openrouter-122-qwen-qwen3-vl-8b-thinking
32,Qwen: Qwen3.6 27B,Qwen: Qwen3.6 27B (reported reasoning),openrouter/qwen/qwen3.6-27b,reported reasoning,hard_obvious_8x10_seed_20260531,93.8,86.2-97.3%,93.8,100.0,93.8,6.2,75,75,80,75,80,0,0,30980,30.98k,0.08864,0.001182,413,0.95,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-059-registry-openrouter-083-qwen-qwen3-6-27b
33,Qwen: Qwen3 VL 30B A3B Thinking,Qwen: Qwen3 VL 30B A3B Thinking (named thinking),openrouter/qwen/qwen3-vl-30b-a3b-thinking,named thinking,hard_obvious_8x10_seed_20260531,93.8,86.2-97.3%,93.8,97.5,91.2,6.2,75,75,78,73,80,0,0,83719,83.72k,0.125545,0.001674,1116,0.99,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-041-registry-openrouter-123-qwen-qwen3-vl-30b-a3b-thinking
34,Gemini 2.5 Flash-Lite medium_budget_8192,Gemini 2.5 Flash-Lite medium_budget_8192 (reported reasoning),google/gemini-2.5-flash-lite,reported reasoning,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,87.5,80.0,7.5,74,74,70,64,80,0,0,42594,42.59k,0.000453,0.000006,576,107.01,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-097-thinking-gemini-gemini-2-5-flash-lite-medium
35,OpenAI GPT-4o,OpenAI GPT-4o (default/none reported),openai/gpt-4o,default/none reported,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,85.0,77.5,7.5,74,74,68,62,80,0,0,3614,3.61k,0.011225,0.00015169,49,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-078-registry-openai-gpt-4o
36,OpenAI GPT-5.5 no thinking,OpenAI GPT-5.5 no thinking (thinking=none/none),openai/gpt-5.5,thinking=none/none,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,100.0,92.5,7.5,74,74,80,74,80,0,0,3855,3.85k,0.0324,0.00043784,52,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-086-registry-openai-gpt-5-5-none
37,Anthropic Claude Opus 4.8,Anthropic Claude Opus 4.8 (default/none reported),anthropic/claude-opus-4-8,default/none reported,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,100.0,92.5,7.5,74,74,80,74,80,0,0,5184,5.18k,0.03458,0.0004673,70,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-084-registry-anthropic-claude-opus-4-8
38,Qwen: Qwen3.5-35B-A3B,Qwen: Qwen3.5-35B-A3B (reported reasoning),openrouter/qwen/qwen3.5-35b-a3b,reported reasoning,hard_obvious_8x10_seed_20260531,92.5,84.6-96.5%,92.5,100.0,92.5,7.5,74,74,80,74,80,0,0,95483,95.48k,0.092276,0.001247,1290,0.88,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-032-registry-openrouter-087-qwen-qwen3-5-35b-a3b
39,Google: Gemma 4 26B A4B ,Google: Gemma 4 26B A4B  (default/none reported),openrouter/google/gemma-4-26b-a4b-it,default/none reported,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,100.0,90.0,10.0,72,72,80,72,80,0,0,4050,4.05k,0.000315,0.000004,56,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-013-registry-openrouter-084-google-gemma-4-26b-a4b-it
40,OpenAI: GPT-5.4 Nano low,OpenAI: GPT-5.4 Nano low (thinking=low),openrouter/openai/gpt-5.4-nano,thinking=low,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,98.8,88.8,10.0,72,72,79,71,80,0,0,4777,4.78k,0.002604,0.000036,66,0.64,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-100-thinking-openrouter-openai-gpt-5-4-nano-low
41,OpenAI GPT-5.4 no thinking,OpenAI GPT-5.4 no thinking (thinking=none/none),openai/gpt-5.4,thinking=none/none,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,100.0,90.0,10.0,72,72,80,72,80,0,0,3855,3.85k,0.0162,0.000225,54,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-081-registry-openai-gpt-5-4-none
42,OpenAI GPT-5 minimal,OpenAI GPT-5 minimal (thinking=minimal/none),openai/gpt-5,thinking=minimal/none,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,100.0,90.0,10.0,72,72,80,72,80,0,0,4800,4.80k,0.01958,0.00027194,67,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-077-registry-openai-gpt-5-minimal
43,Z.ai: GLM 4.5V,Z.ai: GLM 4.5V (reported reasoning),openrouter/z-ai/glm-4.5v,reported reasoning,hard_obvious_8x10_seed_20260531,90.0,81.5-94.8%,90.0,83.8,80.0,10.0,72,72,67,64,80,0,0,16862,16.86k,0.025781,0.000358,234,0.72,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-053-registry-openrouter-173-z-ai-glm-4-5v
44,Mistral: Mistral Small 4,Mistral: Mistral Small 4 (default/none reported),openrouter/mistralai/mistral-small-2603,default/none reported,hard_obvious_8x10_seed_20260531,87.5,78.5-93.1%,87.5,91.2,78.8,12.5,70,70,73,63,80,0,0,4346,4.35k,0.00067392,0.00000963,62,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-025-registry-openrouter-085-mistralai-mistral-small-2603
45,Nous: Hermes 4 405B,Nous: Hermes 4 405B (default/none reported),openrouter/nousresearch/hermes-4-405b,default/none reported,hard_obvious_8x10_seed_20260531,87.5,78.5-93.1%,87.5,100.0,87.5,12.5,70,70,80,70,80,0,0,4911,4.91k,0.005559,0.00007941,70,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-062-registry-openrouter-144-nousresearch-hermes-4-405b
46,AI21: Jamba Large 1.7,AI21: Jamba Large 1.7 (default/none reported),openrouter/ai21/jamba-large-1.7,default/none reported,hard_obvious_8x10_seed_20260531,87.5,78.5-93.1%,87.5,81.2,68.8,12.5,70,70,65,55,80,0,0,4294,4.29k,0.011468,0.00016383,61,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-076-registry-openrouter-181-ai21-jamba-large-1-7
47,Baidu: ERNIE 4.5 VL 424B A47B ,Baidu: ERNIE 4.5 VL 424B A47B  (default/none reported),openrouter/baidu/ernie-4.5-vl-424b-a47b,default/none reported,hard_obvious_8x10_seed_20260531,87.5,78.5-93.1%,87.5,93.8,81.2,12.5,70,70,75,65,80,0,0,16855,16.86k,0.01849575,0.00026422,241,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-040-registry-openrouter-103-baidu-ernie-4-5-vl-424b-a47b
48,Mistral: Devstral 2 2512,Mistral: Devstral 2 2512 (default/none reported),openrouter/mistralai/devstral-2512,default/none reported,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,86.2,72.5,13.8,69,69,69,58,80,0,0,3474,3.47k,0.0012916,0.00001872,50,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-051-registry-openrouter-092-mistralai-devstral-2512
49,OpenAI GPT-5.4 nano low,OpenAI GPT-5.4 nano low (thinking=low),openai/gpt-5.4-nano,thinking=low,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,100.0,86.2,13.8,69,69,80,69,80,0,0,4870,4.87k,0.0026813,0.00003886,71,0.65,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-099-thinking-openai-gpt-5-4-nano-low
50,OpenAI GPT-5 mini minimal,OpenAI GPT-5 mini minimal (thinking=minimal),openai/gpt-5-mini,thinking=minimal,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,100.0,86.2,13.8,69,69,80,69,80,0,0,4803,4.80k,0.003922,0.00005684,70,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-092-thinking-openai-gpt-5-mini-minimal
51,MiniMax: MiniMax-01,MiniMax: MiniMax-01 (default/none reported),openrouter/minimax/minimax-01,default/none reported,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,97.5,83.8,13.8,69,69,78,67,80,0,0,55658,55.66k,0.0113512,0.00016451,807,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-035-registry-openrouter-113-minimax-minimax-01
52,OpenAI GPT-5.2 no thinking,OpenAI GPT-5.2 no thinking (thinking=none/none),openai/gpt-5.2,thinking=none/none,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,100.0,86.2,13.8,69,69,80,69,80,0,0,3764,3.76k,0.012908,0.00018707,55,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-080-registry-openai-gpt-5-2-none
53,Mistral: Mistral Large 3 2512,Mistral: Mistral Large 3 2512 (default/none reported),openrouter/mistralai/mistral-large-2512,default/none reported,hard_obvious_8x10_seed_20260531,86.2,77.0-92.1%,86.2,82.5,68.8,13.8,69,69,66,55,80,0,0,21718,21.72k,0.0294,0.00042609,315,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-045-registry-openrouter-171-mistralai-mistral-large-2512
54,Gemini 3.1 Flash-Lite minimal_budget_1024,Gemini 3.1 Flash-Lite minimal_budget_1024 (default/none reported),google/gemini-3.1-flash-lite,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,0,0.00k,0,0,0,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-093-thinking-gemini-gemini-3-1-flash-lite-minimal
55,Google: Gemma 3 12B,Google: Gemma 3 12B (default/none reported),openrouter/google/gemma-3-12b-it,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,91.2,76.2,15.0,68,68,73,61,80,0,0,4018,4.02k,0.00019339,0.00000284,59,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-002-registry-openrouter-110-google-gemma-3-12b-it
56,Qwen: Qwen3 VL 235B A22B Instruct,Qwen: Qwen3 VL 235B A22B Instruct (default/none reported),openrouter/qwen/qwen3-vl-235b-a22b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,3757,3.76k,0.00089804,0.00001321,55,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-030-registry-openrouter-100-qwen-qwen3-vl-235b-a22b-instruct
57,Google: Gemini 3.1 Flash Lite minimal,Google: Gemini 3.1 Flash Lite minimal (thinking=minimal),openrouter/google/gemini-3.1-flash-lite,thinking=minimal,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,3257,3.26k,0.00111675,0.00001642,48,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-094-thinking-openrouter-google-gemini-3-1-flash-lite-minimal
58,Google: Gemini 3.1 Flash Lite Preview minimal,Google: Gemini 3.1 Flash Lite Preview minimal (thinking=minimal),openrouter/google/gemini-3.1-flash-lite-preview,thinking=minimal,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,3274,3.27k,0.001121,0.00001649,48,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-095-thinking-openrouter-google-gemini-3-1-flash-lite-preview-minimal
59,Gemini 3.1 Flash-Lite,Gemini 3.1 Flash-Lite (default/none reported),google/gemini-3.1-flash-lite,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,3385,3.38k,0.00115125,0.00001693,50,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-042-registry-gemini-3-1-flash-lite
60,Qwen: Qwen2.5 VL 72B Instruct,Qwen: Qwen2.5 VL 72B Instruct (default/none reported),openrouter/qwen/qwen2.5-vl-72b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,4516,4.52k,0.001251,0.000018,66,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-029-registry-openrouter-112-qwen-qwen2-5-vl-72b-instruct
61,Qwen: Qwen3 Coder Plus,Qwen: Qwen3 Coder Plus (default/none reported),openrouter/qwen/qwen3-coder-plus,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,93.8,78.8,15.0,68,68,75,63,80,0,0,3797,3.80k,0.00330265,0.00004857,56,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-061-registry-openrouter-139-qwen-qwen3-coder-plus
62,OpenAI GPT-5 mini minimal,OpenAI GPT-5 mini minimal (thinking=minimal/none),openai/gpt-5-mini,thinking=minimal/none,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,98.8,83.8,15.0,68,68,79,67,80,0,0,4810,4.81k,0.003936,0.00005788,71,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-047-registry-openai-gpt-5-mini-minimal
63,Mistral: Mixtral 8x22B Instruct,Mistral: Mixtral 8x22B Instruct (default/none reported),openrouter/mistralai/mixtral-8x22b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,90.0,75.0,15.0,68,68,72,60,80,0,0,4350,4.35k,0.009868,0.00014512,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-073-registry-openrouter-115-mistralai-mixtral-8x22b-instruct
