label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
Arcee AI: Trinity Mini,constraint_awareness,60.00,6,10,10,0,0,4,0.005469
Arcee AI: Trinity Mini,format_compliance,100.00,10,10,10,0,0,0,0.000437
Arcee AI: Trinity Mini,negation,70.00,7,10,10,0,0,3,0.000535
Arcee AI: Trinity Mini,ordering,100.00,10,10,10,0,0,0,0.000764
Arcee AI: Trinity Mini,spelling_transform,50.00,5,10,10,0,0,5,0.003793
Arcee AI: Trinity Mini,word_count,100.00,10,10,10,0,0,0,0.000438
Baidu: ERNIE 4.5 300B A47B ,arithmetic,100.00,10,10,10,0,0,0,0.00013014
Baidu: ERNIE 4.5 300B A47B ,character_count,10.00,1,10,10,0,0,9,9.556e-05
Baidu: ERNIE 4.5 300B A47B ,constraint_awareness,100.00,10,10,10,0,0,0,0.00023836
Baidu: ERNIE 4.5 300B A47B ,format_compliance,100.00,10,10,10,0,0,0,0.00028518
Baidu: ERNIE 4.5 300B A47B ,negation,100.00,10,10,10,0,0,0,0.00013196
Baidu: ERNIE 4.5 300B A47B ,ordering,100.00,10,10,10,0,0,0,0.00020622
Baidu: ERNIE 4.5 300B A47B ,spelling_transform,50.00,5,10,10,0,0,5,0.00027204
Baidu: ERNIE 4.5 300B A47B ,word_count,100.00,10,10,10,0,0,0,0.00012076
DeepSeek: DeepSeek V3,arithmetic,100.00,10,10,10,0,0,0,9.72208e-05
DeepSeek: DeepSeek V3,character_count,30.00,3,10,10,0,0,7,7.824e-05
DeepSeek: DeepSeek V3,constraint_awareness,60.00,6,10,10,0,0,4,0.0003791784
DeepSeek: DeepSeek V3,format_compliance,100.00,10,10,10,0,0,0,0.0001879864
DeepSeek: DeepSeek V3,negation,70.00,7,10,10,0,0,3,0.0001463872
DeepSeek: DeepSeek V3,ordering,90.00,9,10,10,0,0,1,0.0001699256
DeepSeek: DeepSeek V3,spelling_transform,50.00,5,10,10,0,0,5,0.0001008704
DeepSeek: DeepSeek V3,word_count,100.00,10,10,10,0,0,0,0.0001029504
DeepSeek: DeepSeek V3 0324,arithmetic,100.00,10,10,10,0,0,0,8.188e-05
DeepSeek: DeepSeek V3 0324,character_count,30.00,3,10,10,0,0,7,6.674e-05
DeepSeek: DeepSeek V3 0324,constraint_awareness,40.00,4,10,10,0,0,6,0.000398225
DeepSeek: DeepSeek V3 0324,format_compliance,100.00,10,10,10,0,0,0,0.0001593
DeepSeek: DeepSeek V3 0324,negation,80.00,8,10,10,0,0,2,0.00016044
DeepSeek: DeepSeek V3 0324,ordering,100.00,10,10,10,0,0,0,0.00014226
DeepSeek: DeepSeek V3 0324,spelling_transform,50.00,5,10,10,0,0,5,7.6185e-05
DeepSeek: DeepSeek V3 0324,word_count,100.00,10,10,10,0,0,0,7.636e-05
DeepSeek: DeepSeek V3.1,arithmetic,100.00,10,10,10,0,0,0,8.982e-05
DeepSeek: DeepSeek V3.1,character_count,20.00,2,10,10,0,0,8,7.562e-05
DeepSeek: DeepSeek V3.1,constraint_awareness,80.00,8,10,10,0,0,2,0.00020024
DeepSeek: DeepSeek V3.1,format_compliance,100.00,10,10,10,0,0,0,0.00012817
DeepSeek: DeepSeek V3.1,negation,100.00,10,10,10,0,0,0,8.34e-05
DeepSeek: DeepSeek V3.1,ordering,100.00,10,10,10,0,0,0,0.00015067
DeepSeek: DeepSeek V3.1,spelling_transform,60.00,6,10,10,0,0,4,7.537e-05
DeepSeek: DeepSeek V3.1,word_count,100.00,10,10,10,0,0,0,7.462e-05
DeepSeek: DeepSeek V3.1 Terminus,arithmetic,100.00,10,10,10,0,0,0,0.00010758
DeepSeek: DeepSeek V3.1 Terminus,character_count,20.00,2,10,10,0,0,8,9.096e-05
DeepSeek: DeepSeek V3.1 Terminus,constraint_awareness,90.00,9,10,10,0,0,1,0.00020326
DeepSeek: DeepSeek V3.1 Terminus,format_compliance,100.00,10,10,10,0,0,0,0.00015455
DeepSeek: DeepSeek V3.1 Terminus,negation,100.00,10,10,10,0,0,0,0.00010831
DeepSeek: DeepSeek V3.1 Terminus,ordering,100.00,10,10,10,0,0,0,0.0001689
DeepSeek: DeepSeek V3.1 Terminus,spelling_transform,50.00,5,10,10,0,0,5,0.00010766
DeepSeek: DeepSeek V3.1 Terminus,word_count,100.00,10,10,10,0,0,0,0.00012312
DeepSeek: DeepSeek V3.2,arithmetic,100.00,10,10,10,0,0,0,9.48024e-05
DeepSeek: DeepSeek V3.2,character_count,10.00,1,10,10,0,0,9,6.07572e-05
DeepSeek: DeepSeek V3.2,constraint_awareness,80.00,8,10,10,0,0,2,0.0001988784
DeepSeek: DeepSeek V3.2,format_compliance,100.00,10,10,10,0,0,0,0.0001008
DeepSeek: DeepSeek V3.2,negation,100.00,10,10,10,0,0,0,9.51552e-05
DeepSeek: DeepSeek V3.2,ordering,90.00,9,10,10,0,0,1,0.0001143828
DeepSeek: DeepSeek V3.2,spelling_transform,70.00,7,10,10,0,0,3,7.4088e-05
DeepSeek: DeepSeek V3.2,word_count,100.00,10,10,10,0,0,0,9.56088e-05
DeepSeek: DeepSeek V3.2 Exp,arithmetic,100.00,10,10,10,0,0,0,0.00010301
DeepSeek: DeepSeek V3.2 Exp,character_count,10.00,1,10,10,0,0,9,8.823e-05
DeepSeek: DeepSeek V3.2 Exp,constraint_awareness,90.00,9,10,10,0,0,1,0.00022472
DeepSeek: DeepSeek V3.2 Exp,format_compliance,100.00,10,10,10,0,0,0,0.00013398
DeepSeek: DeepSeek V3.2 Exp,negation,100.00,10,10,10,0,0,0,0.00012158
DeepSeek: DeepSeek V3.2 Exp,ordering,100.00,10,10,10,0,0,0,0.0001407
DeepSeek: DeepSeek V3.2 Exp,spelling_transform,50.00,5,10,10,0,0,5,9.303e-05
DeepSeek: DeepSeek V3.2 Exp,word_count,100.00,10,10,10,0,0,0,0.00011862
DeepSeek: DeepSeek V4 Flash,arithmetic,100.00,10,10,10,0,0,0,0.000094
DeepSeek: DeepSeek V4 Flash,character_count,80.00,8,10,10,0,0,2,0.000164
DeepSeek: DeepSeek V4 Flash,constraint_awareness,100.00,10,10,10,0,0,0,0.000241
DeepSeek: DeepSeek V4 Flash,format_compliance,100.00,10,10,10,0,0,0,0.000103
DeepSeek: DeepSeek V4 Flash,negation,100.00,10,10,10,0,0,0,0.000114
DeepSeek: DeepSeek V4 Flash,ordering,100.00,10,10,10,0,0,0,0.000109
DeepSeek: DeepSeek V4 Flash,spelling_transform,90.00,9,10,10,0,0,1,0.000495
DeepSeek: DeepSeek V4 Flash,word_count,100.00,10,10,10,0,0,0,0.000109
DeepSeek: DeepSeek V4 Pro,arithmetic,100.00,10,10,10,0,0,0,0.000453
DeepSeek: DeepSeek V4 Pro,character_count,100.00,10,10,10,0,0,0,0.00109
DeepSeek: DeepSeek V4 Pro,constraint_awareness,90.00,9,10,10,0,0,1,0.005567
DeepSeek: DeepSeek V4 Pro,format_compliance,100.00,10,10,10,0,0,0,0.000474
DeepSeek: DeepSeek V4 Pro,negation,100.00,10,10,10,0,0,0,0.000568
DeepSeek: DeepSeek V4 Pro,ordering,100.00,10,10,10,0,0,0,0.000625
DeepSeek: DeepSeek V4 Pro,spelling_transform,80.00,8,10,10,0,0,2,0.001463
DeepSeek: DeepSeek V4 Pro,word_count,100.00,10,10,10,0,0,0,0.00058
DeepSeek: R1 Distill Qwen 32B,arithmetic,50.00,5,10,10,0,0,5,0.000756
DeepSeek: R1 Distill Qwen 32B,character_count,0.00,0,10,10,0,0,10,0.001141
DeepSeek: R1 Distill Qwen 32B,constraint_awareness,0.00,0,10,10,0,0,10,0.001482
DeepSeek: R1 Distill Qwen 32B,format_compliance,100.00,10,10,10,0,0,0,0.001299
DeepSeek: R1 Distill Qwen 32B,negation,50.00,5,10,10,0,0,5,0.001109
DeepSeek: R1 Distill Qwen 32B,ordering,50.00,5,10,10,0,0,5,0.001056
DeepSeek: R1 Distill Qwen 32B,spelling_transform,90.00,9,10,10,0,0,1,0.002197
DeepSeek: R1 Distill Qwen 32B,word_count,0.00,0,10,10,0,0,10,0.001003
EssentialAI: Rnj 1 Instruct,arithmetic,40.00,4,10,10,0,0,6,0.00011145
EssentialAI: Rnj 1 Instruct,character_count,40.00,4,10,10,0,0,6,0.0001107
EssentialAI: Rnj 1 Instruct,constraint_awareness,80.00,8,10,10,0,0,2,0.0002526
EssentialAI: Rnj 1 Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00012375
EssentialAI: Rnj 1 Instruct,negation,100.00,10,10,10,0,0,0,0.00011535
EssentialAI: Rnj 1 Instruct,ordering,100.00,10,10,10,0,0,0,0.0001206
EssentialAI: Rnj 1 Instruct,spelling_transform,30.00,3,10,10,0,0,7,0.0001071
EssentialAI: Rnj 1 Instruct,word_count,100.00,10,10,10,0,0,0,0.0001098
Gemini 2.5 Flash-Lite,arithmetic,90.00,9,10,10,0,0,1,4.63e-05
Gemini 2.5 Flash-Lite,character_count,30.00,3,10,10,0,0,7,3.4e-05
Gemini 2.5 Flash-Lite,constraint_awareness,100.00,10,10,10,0,0,0,8.28e-05
Gemini 2.5 Flash-Lite,format_compliance,100.00,10,10,10,0,0,0,0.000103
Gemini 2.5 Flash-Lite,negation,100.00,10,10,10,0,0,0,4.61e-05
Gemini 2.5 Flash-Lite,ordering,100.00,10,10,10,0,0,0,7.39e-05
Gemini 2.5 Flash-Lite,spelling_transform,70.00,7,10,10,0,0,3,3.72e-05
Gemini 2.5 Flash-Lite,word_count,100.00,10,10,10,0,0,0,4.32e-05
Gemini 3.5 Flash,arithmetic,100.00,10,10,10,0,0,0,0.000785
Gemini 3.5 Flash,character_count,100.00,10,10,10,0,0,0,0.00054
Gemini 3.5 Flash,constraint_awareness,100.00,10,10,10,0,0,0,0.001272
Gemini 3.5 Flash,format_compliance,100.00,10,10,10,0,0,0,0.001074
Gemini 3.5 Flash,negation,100.00,10,10,10,0,0,0,0.000722
Gemini 3.5 Flash,ordering,100.00,10,10,10,0,0,0,0.001378
Gemini 3.5 Flash,spelling_transform,100.00,10,10,10,0,0,0,0.000648
Gemini 3.5 Flash,word_count,100.00,10,10,10,0,0,0,0.000678
Google: Gemma 2 27B,arithmetic,100.00,10,10,10,0,0,0,0.00031395
Google: Gemma 2 27B,character_count,60.00,6,10,10,0,0,4,0.000273
Google: Gemma 2 27B,constraint_awareness,100.00,10,10,10,0,0,0,0.00059085
Google: Gemma 2 27B,format_compliance,0.00,0,10,10,0,0,10,0.0003809
Google: Gemma 2 27B,negation,100.00,10,10,10,0,0,0,0.00035165
Google: Gemma 2 27B,ordering,100.00,10,10,10,0,0,0,0.00037765
Google: Gemma 2 27B,spelling_transform,60.00,6,10,10,0,0,4,0.0002756
Google: Gemma 2 27B,word_count,100.00,10,10,10,0,0,0,0.0003328
Google: Gemma 3n 4B,arithmetic,90.00,9,10,10,0,0,1,3.546e-05
Google: Gemma 3n 4B,character_count,40.00,4,10,10,0,0,6,2.988e-05
Google: Gemma 3n 4B,constraint_awareness,100.00,10,10,10,0,0,0,5.976e-05
Google: Gemma 3n 4B,format_compliance,100.00,10,10,10,0,0,0,5.268e-05
Google: Gemma 3n 4B,negation,90.00,9,10,10,0,0,1,3.726e-05
Google: Gemma 3n 4B,ordering,100.00,10,10,10,0,0,0,4.482e-05
Google: Gemma 3n 4B,spelling_transform,40.00,4,10,10,0,0,6,3.108e-05
Google: Gemma 3n 4B,word_count,100.00,10,10,10,0,0,0,3.612e-05
Grok 4.3,arithmetic,90.00,9,10,10,0,0,1,0.008682
Grok 4.3,character_count,100.00,10,10,10,0,0,0,0.011401
Grok 4.3,constraint_awareness,90.00,9,10,10,0,0,1,0.013329
Grok 4.3,format_compliance,100.00,9,10,9,1,0,0,0.007142
Grok 4.3,negation,100.00,10,10,10,0,0,0,0.005867
Grok 4.3,ordering,90.00,9,10,10,0,0,1,0.006992
Grok 4.3,spelling_transform,100.00,10,10,10,0,0,0,0.012483
Grok 4.3,word_count,100.00,10,10,10,0,0,0,0.00287
IBM: Granite 4.0 Micro,arithmetic,90.00,9,10,10,0,0,1,1.3543e-05
IBM: Granite 4.0 Micro,character_count,40.00,4,10,10,0,0,6,1.1828e-05
IBM: Granite 4.0 Micro,constraint_awareness,100.00,10,10,10,0,0,0,2.0243e-05
IBM: Granite 4.0 Micro,format_compliance,100.00,10,10,10,0,0,0,1.8863e-05
IBM: Granite 4.0 Micro,negation,100.00,10,10,10,0,0,0,1.4014e-05
IBM: Granite 4.0 Micro,ordering,80.00,8,10,10,0,0,2,2.1544e-05
IBM: Granite 4.0 Micro,spelling_transform,40.00,4,10,10,0,0,6,1.4974e-05
IBM: Granite 4.0 Micro,word_count,100.00,10,10,10,0,0,0,1.3324e-05
IBM: Granite 4.1 8B,arithmetic,90.00,9,10,10,0,0,1,3.765e-05
IBM: Granite 4.1 8B,character_count,50.00,5,10,10,0,0,5,4.97e-05
IBM: Granite 4.1 8B,constraint_awareness,100.00,10,10,10,0,0,0,4.645e-05
IBM: Granite 4.1 8B,format_compliance,100.00,10,10,10,0,0,0,3.325e-05
IBM: Granite 4.1 8B,negation,100.00,10,10,10,0,0,0,3.03e-05
IBM: Granite 4.1 8B,ordering,80.00,8,10,10,0,0,2,3.23e-05
IBM: Granite 4.1 8B,spelling_transform,30.00,3,10,10,0,0,7,2.43e-05
IBM: Granite 4.1 8B,word_count,100.00,10,10,10,0,0,0,3.83e-05
LiquidAI: LFM2-24B-A2B,arithmetic,90.00,9,10,10,0,0,1,1.56e-05
LiquidAI: LFM2-24B-A2B,character_count,40.00,4,10,10,0,0,6,1.35e-05
LiquidAI: LFM2-24B-A2B,constraint_awareness,90.00,9,10,10,0,0,1,2.955e-05
LiquidAI: LFM2-24B-A2B,format_compliance,100.00,10,10,10,0,0,0,2.34e-05
LiquidAI: LFM2-24B-A2B,negation,90.00,9,10,10,0,0,1,1.749e-05
LiquidAI: LFM2-24B-A2B,ordering,90.00,9,10,10,0,0,1,2.511e-05
LiquidAI: LFM2-24B-A2B,spelling_transform,20.00,2,10,10,0,0,8,1.506e-05
LiquidAI: LFM2-24B-A2B,word_count,100.00,10,10,10,0,0,0,1.686e-05
Llama Guard 3 8B,character_count,,0,1,0,1,0,0,0.0
Llama Guard 3 8B,constraint_awareness,,0,1,0,1,0,0,0.0
Llama Guard 3 8B,negation,,0,1,0,1,0,0,0.0
Llama Guard 3 8B,spelling_transform,,0,2,0,2,0,0,0.0
Meta: Llama 3 70B Instruct,arithmetic,90.00,9,10,10,0,0,1,0.00023153
Meta: Llama 3 70B Instruct,character_count,30.00,3,10,10,0,0,7,0.00020554
Meta: Llama 3 70B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.00045799
Meta: Llama 3 70B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00030005
Meta: Llama 3 70B Instruct,negation,100.00,10,10,10,0,0,0,0.0002685
Meta: Llama 3 70B Instruct,ordering,100.00,10,10,10,0,0,0,0.00030388
Meta: Llama 3 70B Instruct,spelling_transform,50.00,5,10,10,0,0,5,0.0002232
Meta: Llama 3 70B Instruct,word_count,100.00,10,10,10,0,0,0,0.00025042
Meta: Llama 3 8B Instruct,arithmetic,60.00,6,10,10,0,0,4,1.724e-05
Meta: Llama 3 8B Instruct,character_count,30.00,3,10,10,0,0,7,1.544e-05
Meta: Llama 3 8B Instruct,constraint_awareness,70.00,7,10,10,0,0,3,3.528e-05
Meta: Llama 3 8B Instruct,format_compliance,100.00,10,10,10,0,0,0,2.104e-05
Meta: Llama 3 8B Instruct,negation,100.00,10,10,10,0,0,0,2.036e-05
Meta: Llama 3 8B Instruct,ordering,100.00,10,10,10,0,0,0,2.18e-05
Meta: Llama 3 8B Instruct,spelling_transform,10.00,1,10,10,0,0,9,1.604e-05
Meta: Llama 3 8B Instruct,word_count,90.00,9,10,10,0,0,1,1.9e-05
Meta: Llama 3.1 70B Instruct,arithmetic,90.00,9,10,10,0,0,1,0.0001724
Meta: Llama 3.1 70B Instruct,character_count,20.00,2,10,10,0,0,8,0.000154
Meta: Llama 3.1 70B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.0003516
Meta: Llama 3.1 70B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.0002104
Meta: Llama 3.1 70B Instruct,negation,100.00,10,10,10,0,0,0,0.0002028
Meta: Llama 3.1 70B Instruct,ordering,100.00,10,10,10,0,0,0,0.0002184
Meta: Llama 3.1 70B Instruct,spelling_transform,80.00,8,10,10,0,0,2,0.000158
Meta: Llama 3.1 70B Instruct,word_count,100.00,10,10,10,0,0,0,0.0001892
Meta: Llama 3.1 8B Instruct,arithmetic,80.00,8,10,10,0,0,2,1.014e-05
Meta: Llama 3.1 8B Instruct,character_count,20.00,2,10,10,0,0,8,8.38e-06
Meta: Llama 3.1 8B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,1.824e-05
Meta: Llama 3.1 8B Instruct,format_compliance,100.00,10,10,10,0,0,0,1.411e-05
Meta: Llama 3.1 8B Instruct,negation,90.00,9,10,10,0,0,1,1.131e-05
Meta: Llama 3.1 8B Instruct,ordering,100.00,10,10,10,0,0,0,1.427e-05
Meta: Llama 3.1 8B Instruct,spelling_transform,20.00,2,10,10,0,0,8,9.77e-06
Meta: Llama 3.1 8B Instruct,word_count,90.00,9,10,10,0,0,1,1.06e-05
Meta: Llama 3.2 1B Instruct,arithmetic,30.00,3,10,10,0,0,7,1.7274e-05
Meta: Llama 3.2 1B Instruct,character_count,30.00,3,10,10,0,0,7,1.4118e-05
Meta: Llama 3.2 1B Instruct,constraint_awareness,20.00,2,10,10,0,0,8,3.2106e-05
Meta: Llama 3.2 1B Instruct,format_compliance,100.00,10,10,10,0,0,0,2.6625e-05
Meta: Llama 3.2 1B Instruct,negation,30.00,3,10,10,0,0,7,1.9824e-05
Meta: Llama 3.2 1B Instruct,ordering,80.00,8,10,10,0,0,2,3.1461e-05
Meta: Llama 3.2 1B Instruct,spelling_transform,10.00,1,10,10,0,0,9,1.7775e-05
Meta: Llama 3.2 1B Instruct,word_count,0.00,0,10,10,0,0,10,1.6494e-05
Meta: Llama 3.2 3B Instruct,arithmetic,,0,3,0,3,0,0,0.0
Meta: Llama 3.2 3B Instruct,character_count,0.00,0,2,1,1,0,1,3.8258e-06
Meta: Llama 3.2 3B Instruct,constraint_awareness,,0,2,0,2,0,0,5.9127e-06
Meta: Llama 3.2 3B Instruct,format_compliance,,0,1,0,1,0,0,0.0
Meta: Llama 3.2 3B Instruct,negation,,0,1,0,1,0,0,0.0
Meta: Llama 3.2 3B Instruct,ordering,,0,2,0,2,0,0,0.0
Meta: Llama 3.2 3B Instruct,spelling_transform,0.00,0,3,2,1,0,2,9.458e-06
Meta: Llama 3.2 3B Instruct,word_count,,0,2,0,2,0,0,0.0
Meta: Llama 3.3 70B Instruct,arithmetic,90.00,9,10,10,0,0,1,5.564e-05
Meta: Llama 3.3 70B Instruct,character_count,30.00,3,10,10,0,0,7,4.83e-05
Meta: Llama 3.3 70B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.0001065
Meta: Llama 3.3 70B Instruct,format_compliance,100.00,10,10,10,0,0,0,7.048e-05
Meta: Llama 3.3 70B Instruct,negation,100.00,10,10,10,0,0,0,6.552e-05
Meta: Llama 3.3 70B Instruct,ordering,100.00,10,10,10,0,0,0,8.604e-05
Meta: Llama 3.3 70B Instruct,spelling_transform,70.00,7,10,10,0,0,3,5.064e-05
Meta: Llama 3.3 70B Instruct,word_count,100.00,10,10,10,0,0,0,5.46e-05
Microsoft: Phi 4,arithmetic,60.00,6,10,10,0,0,4,3e-05
Microsoft: Phi 4,character_count,10.00,1,10,10,0,0,9,2.6715e-05
Microsoft: Phi 4,constraint_awareness,80.00,8,10,10,0,0,2,0.000112955
Microsoft: Phi 4,format_compliance,100.00,10,10,10,0,0,0,4.8005e-05
Microsoft: Phi 4,negation,100.00,10,10,10,0,0,0,4.4345e-05
Microsoft: Phi 4,ordering,90.00,9,10,10,0,0,1,4.1445e-05
Microsoft: Phi 4,spelling_transform,20.00,2,10,10,0,0,8,0.001433155
Microsoft: Phi 4,word_count,100.00,10,10,10,0,0,0,3.218e-05
Microsoft: Phi 4 Mini Instruct,arithmetic,80.00,8,10,10,0,0,2,3.787e-05
Microsoft: Phi 4 Mini Instruct,character_count,10.00,1,10,10,0,0,9,3.036e-05
Microsoft: Phi 4 Mini Instruct,constraint_awareness,90.00,9,10,10,0,0,1,8.765e-05
Microsoft: Phi 4 Mini Instruct,format_compliance,100.00,10,10,10,0,0,0,6.476e-05
Microsoft: Phi 4 Mini Instruct,negation,100.00,10,10,10,0,0,0,4.44e-05
Microsoft: Phi 4 Mini Instruct,ordering,80.00,8,10,10,0,0,2,6.349e-05
Microsoft: Phi 4 Mini Instruct,spelling_transform,30.00,3,10,10,0,0,7,0.01053739
Microsoft: Phi 4 Mini Instruct,word_count,100.00,10,10,10,0,0,0,3.564e-05
MiniMax: MiniMax M2,arithmetic,100.00,10,10,10,0,0,0,0.001051
MiniMax: MiniMax M2,character_count,100.00,10,10,10,0,0,0,0.001889
MiniMax: MiniMax M2,constraint_awareness,90.00,9,10,10,0,0,1,0.004646
MiniMax: MiniMax M2,format_compliance,100.00,10,10,10,0,0,0,0.000887
MiniMax: MiniMax M2,negation,100.00,10,10,10,0,0,0,0.001405
MiniMax: MiniMax M2,ordering,100.00,10,10,10,0,0,0,0.001338
MiniMax: MiniMax M2,spelling_transform,90.00,9,10,10,0,0,1,0.010355
MiniMax: MiniMax M2,word_count,100.00,10,10,10,0,0,0,0.001358
MiniMax: MiniMax M2.1,arithmetic,90.00,9,10,10,0,0,1,0.001285
MiniMax: MiniMax M2.1,character_count,100.00,10,10,10,0,0,0,0.002234
MiniMax: MiniMax M2.1,constraint_awareness,100.00,10,10,10,0,0,0,0.005252
MiniMax: MiniMax M2.1,format_compliance,100.00,10,10,10,0,0,0,0.001239
MiniMax: MiniMax M2.1,negation,100.00,10,10,10,0,0,0,0.001371
MiniMax: MiniMax M2.1,ordering,100.00,10,10,10,0,0,0,0.001711
MiniMax: MiniMax M2.1,spelling_transform,70.00,7,10,10,0,0,3,0.009327
MiniMax: MiniMax M2.1,word_count,100.00,10,10,10,0,0,0,0.001494
MiniMax: MiniMax M2.5,arithmetic,100.00,10,10,10,0,0,0,0.001179
MiniMax: MiniMax M2.5,character_count,100.00,10,10,10,0,0,0,0.001735
MiniMax: MiniMax M2.5,constraint_awareness,90.00,9,10,10,0,0,1,0.005802
MiniMax: MiniMax M2.5,format_compliance,100.00,10,10,10,0,0,0,0.000708
MiniMax: MiniMax M2.5,negation,100.00,10,10,10,0,0,0,0.001585
MiniMax: MiniMax M2.5,ordering,100.00,10,10,10,0,0,0,0.00147
MiniMax: MiniMax M2.5,spelling_transform,50.00,5,10,10,0,0,5,0.030613
MiniMax: MiniMax M2.5,word_count,100.00,10,10,10,0,0,0,0.001417
MiniMax: MiniMax M2.7,arithmetic,80.00,8,10,10,0,0,2,0.001431
MiniMax: MiniMax M2.7,character_count,80.00,8,10,10,0,0,2,0.002803
MiniMax: MiniMax M2.7,constraint_awareness,90.00,9,10,10,0,0,1,0.005409
MiniMax: MiniMax M2.7,format_compliance,100.00,10,10,10,0,0,0,0.00187
MiniMax: MiniMax M2.7,negation,90.00,9,10,10,0,0,1,0.001698
MiniMax: MiniMax M2.7,ordering,100.00,10,10,10,0,0,0,0.002683
MiniMax: MiniMax M2.7,spelling_transform,90.00,9,10,10,0,0,1,0.008385
MiniMax: MiniMax M2.7,word_count,90.00,9,10,10,0,0,1,0.001454
Mistral: Mistral Nemo,arithmetic,70.00,7,10,10,0,0,3,8.58e-06
Mistral: Mistral Nemo,character_count,30.00,3,10,10,0,0,7,6.8e-06
Mistral: Mistral Nemo,constraint_awareness,80.00,8,10,10,0,0,2,1.742e-05
Mistral: Mistral Nemo,format_compliance,100.00,10,10,10,0,0,0,1.001e-05
Mistral: Mistral Nemo,negation,100.00,10,10,10,0,0,0,9.59e-06
Mistral: Mistral Nemo,ordering,80.00,8,10,10,0,0,2,1.095e-05
