label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
EssentialAI: Rnj 1 Instruct,constraint_awareness,80.00,8,10,10,0,0,2,0.0002526
EssentialAI: Rnj 1 Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00012375
EssentialAI: Rnj 1 Instruct,negation,100.00,10,10,10,0,0,0,0.00011535
EssentialAI: Rnj 1 Instruct,ordering,100.00,10,10,10,0,0,0,0.0001206
EssentialAI: Rnj 1 Instruct,spelling_transform,30.00,3,10,10,0,0,7,0.0001071
EssentialAI: Rnj 1 Instruct,word_count,100.00,10,10,10,0,0,0,0.0001098
Gemini 2.5 Flash,arithmetic,100.00,10,10,10,0,0,0,0.000208
Gemini 2.5 Flash,character_count,100.00,10,10,10,0,0,0,0.00014
Gemini 2.5 Flash,constraint_awareness,90.00,9,10,10,0,0,1,0.000261
Gemini 2.5 Flash,format_compliance,100.00,10,10,10,0,0,0,0.000518
Gemini 2.5 Flash,negation,100.00,10,10,10,0,0,0,0.000154
Gemini 2.5 Flash,ordering,100.00,10,10,10,0,0,0,0.000349
Gemini 2.5 Flash,spelling_transform,100.00,10,10,10,0,0,0,0.000144
Gemini 2.5 Flash,word_count,100.00,10,10,10,0,0,0,0.000067
Gemini 2.5 Flash-Lite,arithmetic,90.00,9,10,10,0,0,1,4.63e-05
Gemini 2.5 Flash-Lite,character_count,30.00,3,10,10,0,0,7,3.4e-05
Gemini 2.5 Flash-Lite,constraint_awareness,100.00,10,10,10,0,0,0,8.28e-05
Gemini 2.5 Flash-Lite,format_compliance,100.00,10,10,10,0,0,0,0.000103
Gemini 2.5 Flash-Lite,negation,100.00,10,10,10,0,0,0,4.61e-05
Gemini 2.5 Flash-Lite,ordering,100.00,10,10,10,0,0,0,7.39e-05
Gemini 2.5 Flash-Lite,spelling_transform,70.00,7,10,10,0,0,3,3.72e-05
Gemini 2.5 Flash-Lite,word_count,100.00,10,10,10,0,0,0,4.32e-05
Gemini 2.5 Flash-Lite low_budget_1024,arithmetic,100.00,10,10,10,0,0,0,0.00005
Gemini 2.5 Flash-Lite low_budget_1024,character_count,100.00,10,10,10,0,0,0,0.000038
Gemini 2.5 Flash-Lite low_budget_1024,constraint_awareness,100.00,10,10,10,0,0,0,0.000083
Gemini 2.5 Flash-Lite low_budget_1024,format_compliance,100.00,10,10,10,0,0,0,0.000103
Gemini 2.5 Flash-Lite low_budget_1024,negation,100.00,10,10,10,0,0,0,0.000046
Gemini 2.5 Flash-Lite low_budget_1024,ordering,100.00,10,10,10,0,0,0,0.000076
Gemini 2.5 Flash-Lite low_budget_1024,spelling_transform,60.00,6,10,10,0,0,4,0.000038
Gemini 2.5 Flash-Lite low_budget_1024,word_count,100.00,10,10,10,0,0,0,0.000019
Gemini 2.5 Flash-Lite medium_budget_8192,arithmetic,100.00,10,10,10,0,0,0,0.00005
Gemini 2.5 Flash-Lite medium_budget_8192,character_count,90.00,9,10,10,0,0,1,0.000038
Gemini 2.5 Flash-Lite medium_budget_8192,constraint_awareness,100.00,10,10,10,0,0,0,0.000083
Gemini 2.5 Flash-Lite medium_budget_8192,format_compliance,100.00,10,10,10,0,0,0,0.000103
Gemini 2.5 Flash-Lite medium_budget_8192,negation,100.00,10,10,10,0,0,0,0.000046
Gemini 2.5 Flash-Lite medium_budget_8192,ordering,100.00,10,10,10,0,0,0,0.000076
Gemini 2.5 Flash-Lite medium_budget_8192,spelling_transform,50.00,5,10,10,0,0,5,0.000038
Gemini 2.5 Flash-Lite medium_budget_8192,word_count,100.00,10,10,10,0,0,0,0.000019
Gemini 3 Flash Preview,arithmetic,100.00,10,10,10,0,0,0,0.000267
Gemini 3 Flash Preview,character_count,100.00,10,10,10,0,0,0,0.000177
Gemini 3 Flash Preview,constraint_awareness,100.00,10,10,10,0,0,0,0.000418
Gemini 3 Flash Preview,format_compliance,100.00,10,10,10,0,0,0,0.000373
Gemini 3 Flash Preview,negation,100.00,10,10,10,0,0,0,0.000237
Gemini 3 Flash Preview,ordering,100.00,10,10,10,0,0,0,0.00046
Gemini 3 Flash Preview,spelling_transform,100.00,10,10,10,0,0,0,0.000216
Gemini 3 Flash Preview,word_count,100.00,10,10,10,0,0,0,0.000088
Gemini 3.1 Flash-Lite,arithmetic,100.00,10,10,10,0,0,0,0.00013375
Gemini 3.1 Flash-Lite,character_count,30.00,3,10,10,0,0,7,9e-05
Gemini 3.1 Flash-Lite,constraint_awareness,80.00,8,10,10,0,0,2,0.000212
Gemini 3.1 Flash-Lite,format_compliance,100.00,10,10,10,0,0,0,0.000188
Gemini 3.1 Flash-Lite,negation,100.00,10,10,10,0,0,0,0.00012025
Gemini 3.1 Flash-Lite,ordering,100.00,10,10,10,0,0,0,0.00022975
Gemini 3.1 Flash-Lite,spelling_transform,70.00,7,10,10,0,0,3,0.0001095
Gemini 3.1 Flash-Lite,word_count,100.00,10,10,10,0,0,0,6.8e-05
Gemini 3.1 Flash-Lite minimal_budget_1024,arithmetic,100.00,10,10,10,0,0,0,0.0
Gemini 3.1 Flash-Lite minimal_budget_1024,character_count,30.00,3,10,10,0,0,7,0.0
Gemini 3.1 Flash-Lite minimal_budget_1024,constraint_awareness,80.00,8,10,10,0,0,2,0.0
Gemini 3.1 Flash-Lite minimal_budget_1024,format_compliance,100.00,10,10,10,0,0,0,0.0
Gemini 3.1 Flash-Lite minimal_budget_1024,negation,100.00,10,10,10,0,0,0,0.0
Gemini 3.1 Flash-Lite minimal_budget_1024,ordering,100.00,10,10,10,0,0,0,0.0
Gemini 3.1 Flash-Lite minimal_budget_1024,spelling_transform,70.00,7,10,10,0,0,3,0.0
Gemini 3.1 Flash-Lite minimal_budget_1024,word_count,100.00,10,10,10,0,0,0,0.0
Gemini 3.5 Flash,arithmetic,100.00,10,10,10,0,0,0,0.000785
Gemini 3.5 Flash,character_count,100.00,10,10,10,0,0,0,0.00054
Gemini 3.5 Flash,constraint_awareness,100.00,10,10,10,0,0,0,0.001272
Gemini 3.5 Flash,format_compliance,100.00,10,10,10,0,0,0,0.001074
Gemini 3.5 Flash,negation,100.00,10,10,10,0,0,0,0.000722
Gemini 3.5 Flash,ordering,100.00,10,10,10,0,0,0,0.001378
Gemini 3.5 Flash,spelling_transform,100.00,10,10,10,0,0,0,0.000648
Gemini 3.5 Flash,word_count,100.00,10,10,10,0,0,0,0.000678
Google: Gemini 3.1 Flash Lite Preview minimal,arithmetic,100.00,10,10,10,0,0,0,0.00013225
Google: Gemini 3.1 Flash Lite Preview minimal,character_count,30.00,3,10,10,0,0,7,8.875e-05
Google: Gemini 3.1 Flash Lite Preview minimal,constraint_awareness,80.00,8,10,10,0,0,2,0.00021075
Google: Gemini 3.1 Flash Lite Preview minimal,format_compliance,100.00,10,10,10,0,0,0,0.00018725
Google: Gemini 3.1 Flash Lite Preview minimal,negation,100.00,10,10,10,0,0,0,0.0001195
Google: Gemini 3.1 Flash Lite Preview minimal,ordering,100.00,10,10,10,0,0,0,0.000229
Google: Gemini 3.1 Flash Lite Preview minimal,spelling_transform,70.00,7,10,10,0,0,3,0.00010825
Google: Gemini 3.1 Flash Lite Preview minimal,word_count,100.00,10,10,10,0,0,0,4.525e-05
Google: Gemini 3.1 Flash Lite minimal,arithmetic,100.00,10,10,10,0,0,0,0.000132
Google: Gemini 3.1 Flash Lite minimal,character_count,30.00,3,10,10,0,0,7,8.825e-05
Google: Gemini 3.1 Flash Lite minimal,constraint_awareness,80.00,8,10,10,0,0,2,0.00021
Google: Gemini 3.1 Flash Lite minimal,format_compliance,100.00,10,10,10,0,0,0,0.00018625
Google: Gemini 3.1 Flash Lite minimal,negation,100.00,10,10,10,0,0,0,0.000119
Google: Gemini 3.1 Flash Lite minimal,ordering,100.00,10,10,10,0,0,0,0.00022825
Google: Gemini 3.1 Flash Lite minimal,spelling_transform,70.00,7,10,10,0,0,3,0.000108
Google: Gemini 3.1 Flash Lite minimal,word_count,100.00,10,10,10,0,0,0,4.5e-05
Google: Gemma 2 27B,arithmetic,100.00,10,10,10,0,0,0,0.00031395
Google: Gemma 2 27B,character_count,60.00,6,10,10,0,0,4,0.000273
Google: Gemma 2 27B,constraint_awareness,100.00,10,10,10,0,0,0,0.00059085
Google: Gemma 2 27B,format_compliance,0.00,0,10,10,0,0,10,0.0003809
Google: Gemma 2 27B,negation,100.00,10,10,10,0,0,0,0.00035165
Google: Gemma 2 27B,ordering,100.00,10,10,10,0,0,0,0.00037765
Google: Gemma 2 27B,spelling_transform,60.00,6,10,10,0,0,4,0.0002756
Google: Gemma 2 27B,word_count,100.00,10,10,10,0,0,0,0.0003328
Google: Gemma 3 12B,arithmetic,100.00,10,10,10,0,0,0,2.225e-05
Google: Gemma 3 12B,character_count,30.00,3,10,10,0,0,7,1.78e-05
Google: Gemma 3 12B,constraint_awareness,100.00,10,10,10,0,0,0,3.862e-05
Google: Gemma 3 12B,format_compliance,100.00,10,10,10,0,0,0,3.242e-05
Google: Gemma 3 12B,negation,100.00,10,10,10,0,0,0,2.329e-05
Google: Gemma 3 12B,ordering,100.00,10,10,10,0,0,0,3.162e-05
Google: Gemma 3 12B,spelling_transform,50.00,5,10,10,0,0,5,1.875e-05
Google: Gemma 3 12B,word_count,100.00,10,10,10,0,0,0,8.64e-06
Google: Gemma 3 27B,arithmetic,100.00,10,10,10,0,0,0,0.000039
Google: Gemma 3 27B,character_count,30.00,3,10,10,0,0,7,0.000033
Google: Gemma 3 27B,constraint_awareness,80.00,8,10,10,0,0,2,0.000072
Google: Gemma 3 27B,format_compliance,100.00,10,10,10,0,0,0,0.000055
